materialSampleID,principalInvestigator,locality,phylum,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferenceProtocol,yearCollected,monthCollected,dayCollected,genus,species,permitInformation,basisOfIdentification,country,lifeStage,sex,geneticTissueType,stateProvince,island,islandGroup,establishmentMeans,habitat,microHabitat,substratum,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,associatedTaxa,wormsID,weight,length,class,order,family,subSpecies,vernacularName,taxonRemarks,sampleOwnerInstitutionCode,fundingSource,occurrenceID,catalogNumber,associatedSequences,recordedBy,identifiedBy,yearIdentified,monthIdentified,dayIdentified,preservative,samplingProtocol,plateID,wellID,extractionID,previousTissueID,tissueStorageID,associatedMedia,associatedReferences,previousIdentifications,occurrenceRemarks,fieldNotes,eventRemarks,bcid
SK02,Shang-Yin Liu,"Sesoko Island, Okinawa, Japan",Chordata,26.654209,127.859573,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2SK02
TS03,Shang-Yin Liu,"Tiaoshi, Taiwan",Chordata,21.927759,120.783691,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2TS03
SK06,Shang-Yin Liu,"Sesoko Island, Okinawa, Japan",Chordata,26.654209,127.859573,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2SK06
BS02,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS02
BS06,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS06
BS01,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS01
OS05,Shang-Yin Liu,"Okinoshima Island, Fukuoka, Japan",Chordata,34.243311,130.098381,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2OS05
SK01,Shang-Yin Liu,"Sesoko Island, Okinawa, Japan",Chordata,26.654209,127.859573,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2SK01
OS04,Shang-Yin Liu,"Okinoshima Island, Fukuoka, Japan",Chordata,34.243311,130.098381,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2OS04
TN08,Shang-Yin Liu,"Tanegashima Island, Kagoshima, Japan",Chordata,30.423291,130.585814,500M,google earth,2001,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2TN08
TS08,Shang-Yin Liu,"Tiaoshi, Taiwan",Chordata,21.927759,120.783691,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2TS08
BS12,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS12
225,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,225,,"""JF717981; JF718112""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2225
460,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,460,,"""JF717994; JF718096; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2460
459,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,459,,"""JF717993; JF718095; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2459
458,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,458,,"""JF717992; JF718094; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2458
224,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,224,,"""JF717980; JF718111""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2224
466,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,466,,"""JF718000; JF718102; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2466
619,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,619,,"""JF718007; JF718130""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2619
852,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,852,,"""JF718024; JF718148""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2852
204,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,204,,"""JF717991; JF718109""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,one of 21-25 is from Wistari Reef,ark:/21547/qI2204
625,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,625,,"""JF718012; JF718134""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2625
856,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,856,,"""JF718027; JF718152""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2856
236,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,236,,"""JF717989; JF718123""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x",,,,,ark:/21547/qI2236
463,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,463,,"""JF717997; JF718099; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2463
229,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,229,,"""JF717985; JF718116""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2229
854,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,854,,"""JF718025; JF718150""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2854
205,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,205,,"""JF717979; JF718110""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,one of 21-25 is from Wistari Reef,ark:/21547/qI2205
203,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,203,,"""JF717978; JF718108""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,one of 21-25 is from Wistari Reef,ark:/21547/qI2203
461,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,461,,"""JF717995; JF718097; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2461
853,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,853,,JF718149,Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2853
617,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,617,,"""JF718005; JF718128""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2617
616,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,616,,"""JF718004; JF718127""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2616
467,Cynthia Riginos,Lihou Reef,Chordata,-17.11623333,151.9989,,GPS,2008,12,15,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,467,,"""JF718001; JF718103; """,Treml,Treml,2008,12,15,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,positive ID,ark:/21547/qI2467
842,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,842,,"""JF718017; JF718139""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2842
622,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,622,,"""JF718009; JF718132""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2622
857,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,857,,"""JF718028; JF718153""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2857
235,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,235,,"""JF717988; JF718122""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x",,,,,ark:/21547/qI2235
233,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,233,,JF718120,Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep""",,,,,ark:/21547/qI2233
846,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,846,,"""JF718019; JF718143""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2846
226,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,226,,"""JF717982; JF718113""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,no full body,ark:/21547/qI2226
843,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,843,,JF718140,Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2843
623,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,623,,"""JF718010; JF718133""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2623
