materialSampleID,principalInvestigator,locality,phylum,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferenceProtocol,yearCollected,monthCollected,dayCollected,genus,species,permitInformation,basisOfIdentification,country,lifeStage,sex,geneticTissueType,stateProvince,island,islandGroup,establishmentMeans,habitat,microHabitat,substratum,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,associatedTaxa,wormsID,weight,length,class,order,family,subSpecies,vernacularName,taxonRemarks,sampleOwnerInstitutionCode,fundingSource,occurrenceID,catalogNumber,associatedSequences,recordedBy,identifiedBy,yearIdentified,monthIdentified,dayIdentified,preservative,samplingProtocol,plateID,wellID,extractionID,previousTissueID,tissueStorageID,associatedMedia,associatedReferences,previousIdentifications,occurrenceRemarks,fieldNotes,eventRemarks,bcid
858,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,858,,JF718154,Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2858
845,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,845,,"""JF718018; JF718142""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2845
230,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,230,,"""JF717986; JF718117""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2230
618,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,618,,"""JF718006; JF718129""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2618
227,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,19,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,11,11,,,,277145,,,,,,,,,UQ,ARC_DP0878306,227,,"""JF717983; JF718114""",Treml/Riginos,Treml/Riginos,2008,19,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2227
CW06,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW06
HN02,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN02
MA10,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA10
HN12,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN12
HN15,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN15
CW15,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW15
HN13,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN13
MA16,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA16
MA03,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA03
CW04,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW04
HN05,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN05
HN16,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN16
HN11,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN11
HN14,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN14
AU04,Shang-Yin Liu,"Capricorn/Bunker, Australia",Chordata,-23.725012,152.20459,500M,google earth,2005,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2AU04
TA02,Shang-Yin Liu,"Tanegashima Island, Japan",Chordata,30.583544,130.924072,500M,google earth,2001,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2TA02
GU17,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU17
GU03,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU03
TW04,Shang-Yin Liu,"Two Fat Thom, Brunei",Chordata,4.794048,114.605255,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2TW04
GU12,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU12
BO03,Shang-Yin Liu,"Boo Kecil, Indonesia",Chordata,-1.197423,129.429932,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2BO03
GU25,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU25
AU01,Shang-Yin Liu,"Capricorn/Bunker, Australia",Chordata,-23.725012,152.20459,500M,google earth,2005,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2AU01
AU06,Shang-Yin Liu,"Capricorn/Bunker, Australia",Chordata,-23.725012,152.20459,500M,google earth,2005,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2AU06
201,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,201,,"""JF717976; JF718106""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"one of 21-25 is from Wistari Reef, Gwen for universal markers work on Jan 12, 29",ark:/21547/qI2201
844,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,844,,JF718141,Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2844
859,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,859,,"""JF718029; JF718155""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2859
200,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,200,,"""JF717975; JF718105""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2200
615,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,615,,"""JF718003; JF718126""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2615
628,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,628,,"""JF718015; JF718137""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2628
614,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,614,,"""JF718002; JF718125""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2614
472,Cynthia Riginos,Lihou Reef,Chordata,-17.1,152,,GPS,2008,12,16,Pomacentrus,coelestis,"""AU-COM2008042; Australian Government""",Morphology,Australia,adult,,,Coral Sea,,,,,,,9,9,,,,277145,,,,,,,,,UQ,ARC_DP0878306,472,,JF718104,Treml,Treml,2008,12,16,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2472
627,Cynthia Riginos,Lizard Island,Chordata,-14.64596667,145.4539667,,GPS,2009,4,11,Pomacentrus,coelestis,"""G09/281114.1 & 118636; GBRMPA & QLD Fisheries""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,627,,"""JF718014; JF718136""",Treml/Mirams/Aguirre,Treml/Mirams/Aguirre,2009,4,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,"Jacob (JCU) caught using a barrier net, photo on file",ark:/21547/qI2627
851,Cynthia Riginos,Ningaloo Marine Park,Chordata,-23.0409,113.8202,,GPS,2009,6,9,Pomacentrus,coelestis,"""SF006619/CE002227; WA-DEC""",Morphology,Australia,adult,,,Western Australia,,,,,,,3.5,3.5,,,,277145,,,,,,,,,UQ,ARC_DP0878306,851,,"""JF718023; JF718147""",Treml/Riginos,Treml/Riginos,2009,6,9,DMSO,whole,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,,ark:/21547/qI2851
202,Cynthia Riginos,Heron Island,Chordata,-23.45505,151.9236167,,GPS,2008,18,11,Pomacentrus,coelestis,"""G08/28114.1; Queensland Government""",Morphology,Australia,adult,,,Great Barrier Reef,,,,,,,10,10,,,,277145,,,,,,,,,UQ,ARC_DP0878306,202,,"""JF717977; JF718107""",Treml/Riginos,Treml/Riginos,2008,18,11,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,"""Mirams AG, Treml EA, Shields J, Liggins L, and C. Riginos. 2011. Vicariance and dispersal across an intermittent barrier: population genetic structure of marine animals across the Torres Strait land bridge. Coral Reefs 30: 937-929. DOI 10.1007/s00338-011-0767-x; Liggins et al. in prep.""",,,,one of 21-25 is from Wistari Reef,ark:/21547/qI2202
CW19,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW19
CW22,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW22
MA17,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA17
CW01,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW01
MA22,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA22
MA19,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA19
MA15,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA15
MA12,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA12
CW02,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW02
KO03,Shang-Yin Liu,"Kofiau Island, Indonesia",Chordata,-1.126026,129.786987,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2KO03
AU10,Shang-Yin Liu,"Capricorn/Bunker, Australia",Chordata,-23.725012,152.20459,500M,google earth,2005,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2AU10
AU09,Shang-Yin Liu,"Capricorn/Bunker, Australia",Chordata,-23.725012,152.20459,500M,google earth,2005,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2AU09
BO02,Shang-Yin Liu,"Boo Kecil, Indonesia",Chordata,-1.197423,129.429932,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2BO02
TW07,Shang-Yin Liu,"Two Fat Thom, Brunei",Chordata,4.794048,114.605255,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2TW07
GU21,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU21
FI01,Shang-Yin Liu,Fiji,Chordata,-17.266728,177.890625,500M,google earth,2007,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2FI01
GU19,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU19
GU20,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU20
GU07,Shang-Yin Liu,"Guihou, Taiwan",Chordata,25.191117,121.687145,500M,google earth,2006,,,Pomacentrus,coelestis,,Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qP2GU07
MA06,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA06
MA05,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA05
MA23,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA23
HN06,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN06
HN03,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN03
CW05,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW05
CW23,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW23
CW17,Shang-Yin Liu,"Chinwan Outer Bay, Penghu, Taiwan",Chordata,23.529366,119.553652,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2CW17
MA14,Shang-Yin Liu,"Maoao, Taiwan",Chordata,25.015307,121.98987,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2MA14
HN04,Shang-Yin Liu,"Luhuitou, Hainan Island, China",Chordata,18.212638,109.474039,500M,google earth,2006,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qM2HN04
