materialSampleID	principalInvestigator	locality	phylum	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceProtocol	yearCollected	monthCollected	dayCollected	genus	species	permitInformation	basisOfIdentification	WoRMSID	country	occurrenceRemarks	islandGroup	occurrenceID	preservative
1374.01	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.03	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.04	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.05	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.07	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.08	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.1	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.11	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.12	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.13	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.14	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.15	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.16	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.17	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.18	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.19	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1374.2	Paul Barber	Biak	Chordata	-1.185416657	136.08165	NA	GPS	2005	4	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Biak Fish Market	NA	NA	Ethanol
1405.01	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.02	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.03	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.05	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.07	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.08	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.09	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.1	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.12	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.13	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.14	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.15	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.16	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.18	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.19	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1405.2	Paul Barber	Yapen	Chordata	-1.870066671	136.1954667	NA	GPS	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Yapen	NA	NA	Ethanol
1497.01	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.02	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.04	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.06	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.07	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.08	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.09	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.1	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.11	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.12	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.14	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.15	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.16	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.17	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1497.18	Paul Barber	"sorong, west papua, indonesia"	Chordata	-0.8666667	131.25	1.00E+05	Geocoded in Google Maps	NA	NA	NA	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Sorong Fish Market, Raja Ampat"	NA	NA	Ethanol
1540.01	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.02	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.04	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.06	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.07	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.08	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.09	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.1	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.11	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.12	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.13	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.14	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.16	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.17	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.18	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.19	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1540.2	Paul Barber	"manado, north sulawesi, indonesia"	Chordata	1.4917014	124.842843	1.00E+05	Geocoded in Google Maps	2005	4	6	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	Manado Fish Market	NA	NA	Ethanol
1577.02	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.03	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.05	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.06	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.08	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.09	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.11	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.12	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.13	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.15	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.16	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.17	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1577.18	Paul Barber	"Pulau Weh, Aceh"	Chordata	5.616416667	95.69966669	NA	GPS	2005	5	5	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Pulau Weh, Aceh"	NA	NA	Ethanol
1635.01	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.02	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.03	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.04	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.05	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.06	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1635.07	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	rochei	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	236487	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.01	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.02	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.03	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.04	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.05	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.06	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.07	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.08	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.09	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.1	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.11	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
1636.12	Paul Barber	"ternate, north maluku, indonesia"	Chordata	0.7833333	127.3666667	1.00E+05	Geocoded in Google Maps	2005	5	26	Auxis	thazard	LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006	Morphology	127016	Indonesia	"Ternate Fish Markets, Halmahera"	NA	NA	Ethanol
