#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:test" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:test" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:test" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:test" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:test">
#                    <taxonset id="TaxonSet.test" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:test" name="distribution" x="@popSize.t:test">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@test" id="treeLikelihood.test" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:test">
#            <siteModel id="SiteModel.s:test" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:test" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:test" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:test" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:test" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:test" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:test" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	popSize	CoalescentConstant	
164000	-1042.1128817382687	-1086.8745435614094	44.76166182314062	-1086.8745435614094	0.009922103844867136	0.005568348029526697	39.57100497054015	
165000	-1035.6903239525147	-1085.0264036824456	49.3360797299308	-1085.0264036824456	0.008219337253096573	0.002859247528464376	43.4788829392275	
166000	-1044.4565058341727	-1090.7047854416298	46.248279607457214	-1090.7047854416298	0.008702093221316308	0.0062691318445521685	41.176162211739275	
167000	-1035.7979608110004	-1085.978884923859	50.18092411285861	-1085.978884923859	0.006590293011470661	0.0019507387263396605	43.94137696873298	
168000	-1035.2925429038096	-1087.0541894994537	51.76164659564425	-1087.0541894994537	0.004736490042661326	0.003360113765274956	46.06586614877682	
169000	-1039.8577103706718	-1086.7911801755129	46.93346980484095	-1086.7911801755129	0.008054889942138321	0.004908247143232779	41.61663140662161	
170000	-1037.9329492671109	-1085.3414449467368	47.40849567962593	-1085.3414449467368	0.008699010322365159	0.003862676725211746	41.852100795921096	
171000	-1040.7194189681406	-1086.1257130108654	45.40629404272478	-1086.1257130108654	0.009354683746108226	0.004928285945414828	40.09353001292825	
172000	-1040.3407110803553	-1086.727307530522	46.38659645016675	-1086.727307530522	0.012342766420760305	0.002350571555082267	40.33349968469735	
173000	-1042.037798464137	-1089.0146602761567	46.97686181201961	-1089.0146602761567	0.006958149569580198	0.004334992037026044	41.535826306365415	
174000	-1045.4690906930364	-1088.991196584912	43.5221058918756	-1088.991196584912	0.005961243147351732	0.00791235708280224	38.68277633799554	
175000	-1038.2552273788103	-1089.800257698688	51.54503031987766	-1089.800257698688	0.005265069509157786	0.002430366171497044	45.525316974754574	
176000	-1037.122860416539	-1092.9253194357411	55.802459019202274	-1092.9253194357411	0.0059018308741876505	0.0015925824620709062	49.36006062886389	
177000	-1039.2282267170328	-1086.2111148476533	46.98288813062041	-1086.2111148476533	0.0070634760715510385	0.003967737751391113	41.45332894799755	
178000	-1043.1775794396701	-1088.4361565465433	45.258577106873275	-1088.4361565465433	0.007867192948109326	0.004889155627528514	39.93784144316111	
179000	-1032.9302930099202	-1088.1622453514406	55.23195234152027	-1088.1622453514406	0.004353719366891488	9.517131395001893E-4	48.274705448885726	
180000	-1032.604485095524	-1085.9565937276764	53.35210863215222	-1085.9565937276764	0.008361831164039546	0.002321366558542961	47.28650939929068	
181000	-1038.689112948693	-1086.572709608381	47.883596659687996	-1086.572709608381	0.009288968142819765	0.0043298840625679656	42.44138214697333	
182000	-1044.9443020056385	-1088.024238809192	43.079936803553466	-1088.024238809192	0.012160470639750533	0.004397595468255498	37.653239431631086	
183000	-1044.3831317655681	-1091.0172600334906	46.634128267922534	-1091.0172600334906	0.009190580828329837	0.002669339406659316	40.70820401750464	
184000	-1034.374274665567	-1087.0586427865417	52.68436812097453	-1087.0586427865417	0.00481649207240607	0.0013859223887872196	46.10297874464622	
185000	-1039.219374524487	-1085.5270746118713	46.30770008738425	-1085.5270746118713	0.009573262231039603	0.0055397221969681375	41.1118891629524	
186000	-1037.8878196249204	-1085.2157236906673	47.327904065746885	-1085.2157236906673	0.00800312873025439	0.004538188159065359	41.93267663525652	
187000	-1035.0838693916676	-1086.852924964417	51.76905557274949	-1086.852924964417	0.004705644085730494	0.0033633418666176524	46.07423537661248	
188000	-1037.8458883203953	-1086.3407415601703	48.49485323977501	-1086.3407415601703	0.009056270468564982	0.0034343981717118335	42.82093966637522	
189000	-1041.189492974962	-1086.3160919481697	45.12659897320785	-1086.3160919481697	0.009066686218374878	0.004146422410046636	39.641089586804114	
190000	-1034.2526243044383	-1085.2643666011302	51.01174229669193	-1085.2643666011302	0.00638599256731529	0.0031453875298624776	45.249924121213084	
191000	-1041.323183545409	-1089.9244869793795	48.60130343397044	-1089.9244869793795	0.006879113396209895	0.0037402298503528154	43.01269522183991	
192000	-1033.0127099069105	-1086.6322369822421	53.61952707533159	-1086.6322369822421	0.0058111652541301285	0.002545100127088448	47.6459417882454	
193000	-1039.4475114921336	-1087.0128785042805	47.56536701214694	-1087.0128785042805	0.010867074589324144	0.004429396786870869	42.145875142458586	
194000	-1044.4503095381733	-1088.4180280466687	43.96771850849544	-1088.4180280466687	0.006827561931523063	0.0059644477022021075	38.84577969103669	
195000	-1042.9004992111165	-1088.4587298111458	45.55823060002919	-1088.4587298111458	0.012378127203227179	0.002109295029902621	39.396829103657275	
196000	-1043.1199709306195	-1088.0517615898993	44.93179065927989	-1088.0517615898993	0.0075800414042704765	0.00410593498324936	39.436468864197614	
197000	-1039.6979541523096	-1087.5018802402042	47.80392608789456	-1087.5018802402042	0.007254584307732071	0.003919579937513884	42.2621552981754	
198000	-1036.880389545641	-1086.140306728263	49.2599171826221	-1086.140306728263	0.0071492020189198825	0.0028583383082922908	43.40240234853276	
199000	-1037.522586872154	-1087.3136564049794	49.79106953282536	-1087.3136564049794	0.009627874850097022	0.002791408230672406	43.9098604645135	
200000	-1036.042196168674	-1087.7387877118526	51.696591543178656	-1087.7387877118526	0.010193835595708706	0.0019614384467108977	45.462514369648126	
201000	-1038.9689848276969	-1086.3390154964154	47.37003066871843	-1086.3390154964154	0.012122428203315385	0.002072346974135994	41.190957158673754	
202000	-1036.5601897081458	-1085.425659163596	48.865469455450274	-1085.425659163596	0.009110959219020623	0.0030911093970319467	43.08624423110828	
203000	-1030.9352246350068	-1089.3314260309483	58.396201395941446	-1089.3314260309483	0.004926866806417451	0.0012484025302461773	51.710310875162975	
204000	-1037.0598417128379	-1085.9838266111988	48.92398489836083	-1085.9838266111988	0.006791650587653937	0.004162847470592943	43.442428947620016	
205000	-1038.8149308092716	-1086.9573402579747	48.14240944870308	-1086.9573402579747	0.006195197559843493	0.002005947889468217	41.930770881589375	
206000	-1039.5208050955266	-1089.6307616295232	50.10995653399657	-1089.6307616295232	0.008272949887183098	0.002474571865748808	44.10826865253587	
207000	-1039.8864049673662	-1087.9336382431118	48.0472332757456	-1087.9336382431118	0.007631039459765188	0.003275650473491157	42.32599446398866	
208000	-1039.8070524616446	-1086.5761754245334	46.76912296288871	-1086.5761754245334	0.006847123398310461	0.003950863589548139	41.23530186918884	
209000	-1042.1465286572588	-1088.3453899233436	46.1988612660849	-1088.3453899233436	0.010381923228750605	0.0034050839059169406	40.5163755683733	
210000	-1038.6552639347533	-1086.392566909817	47.737302975063926	-1086.392566909817	0.007083602492601196	0.002952381494505102	41.91215982702614	
211000	-1036.405321727747	-1085.6902007948165	49.28487906706952	-1085.6902007948165	0.011019978799842229	0.0037720983142399854	43.70475521673949	
212000	-1034.1006120089896	-1086.0864073523062	51.985795343316624	-1086.0864073523062	0.006544658678687131	0.0033294310550520435	46.280841499390846	
213000	-1034.1666041530402	-1085.1598880346583	50.99328388161797	-1085.1598880346583	0.006598608241291875	0.0033042761102895684	45.280746023292494	
214000	-1035.6734583682346	-1085.5514746670144	49.878016298779855	-1085.5514746670144	0.008709952290369763	0.00309572269590229	44.10028240300669	
215000	-1039.5474568292561	-1086.1547885544162	46.60733172516011	-1086.1547885544162	0.007545455507575906	0.007072661258593555	41.65581327090251	
216000	-1041.7822628609938	-1087.093278598627	45.311015737633284	-1087.093278598627	0.007908834495531316	0.0049523843849702725	40.00312961318785	
217000	-1037.0047074238194	-1087.4941119192401	50.489404495420736	-1087.4941119192401	0.005256030781802119	0.0034037637574499003	44.806531023287135	
218000	-1040.2078227341656	-1085.9637767716272	45.75595403746166	-1085.9637767716272	0.007980526679404142	0.006244371570448557	40.67987926776199	
219000	-1037.0834364356908	-1085.495394671248	48.41195823555715	-1085.495394671248	0.007720299108940573	0.003525696882528128	42.76428107047084	
220000	-1038.1296845928882	-1088.0586394626202	49.92895486973205	-1088.0586394626202	0.005629028064775165	0.0016994202077024315	43.551486729347154	
221000	-1037.2561023400813	-1088.0566653319584	50.80056299187706	-1088.0566653319584	0.007374296944880398	0.0025674369548488495	44.83571582034054	
222000	-1033.395356606391	-1085.0880974578427	51.69274085145169	-1085.0880974578427	0.00730129168241958	0.0017322640207979043	45.33441480794276	
223000	-1045.7035711064066	-1088.5780931135141	42.874522007107586	-1088.5780931135141	0.011315974431384553	0.006046713773377699	37.766281674639515	
224000	-1042.7316884253264	-1086.9857198509376	44.254031425611224	-1086.9857198509376	0.010130232972164699	0.006229474210668541	39.17556807950549	
225000	-1036.8384871039148	-1085.5967787244726	48.758291620557905	-1085.5967787244726	0.007658111246032647	0.0021699359409213356	42.625233988379655	
226000	-1041.5226742944296	-1087.1567239163815	45.63404962195188	-1087.1567239163815	0.006938509264115977	0.004665903685677182	40.26657587462366	
227000	-1042.8508023422887	-1087.8852458167307	45.03444347444197	-1087.8852458167307	0.010165099703977628	0.006332199726276201	39.97233587934947	
228000	-1032.818894498335	-1085.3028531415075	52.48395864317239	-1085.3028531415075	0.00907045728947915	0.0019028654251446722	46.21956423279122	
229000	-1035.8095390076276	-1086.2116866037359	50.40214759610838	-1086.2116866037359	0.0067647347219208275	0.0026719433449671035	44.477198369344976	
230000	-1039.1737712696197	-1086.9282981521148	47.754526882495064	-1086.9282981521148	0.007677385883055541	0.005613894488565846	42.57201628693433	
231000	-1037.1082320717285	-1085.1619738388704	48.05374176714198	-1085.1619738388704	0.006881686160902942	0.003940354869558051	42.517257275829515	
232000	-1040.797856804384	-1087.9853353223948	47.18747851801082	-1087.9853353223948	0.006389666192737666	0.004429860072944431	41.76809123634408	
233000	-1049.117096329029	-1090.2209267818832	41.1038304528543	-1090.2209267818832	0.011506708461922857	0.00702091696057769	36.14496900454459	
234000	-1041.8490977014296	-1086.747809549873	44.89871184844337	-1086.747809549873	0.010779885896174506	0.004379901315595918	39.467982762909905	
235000	-1035.6048502361066	-1085.6460007561036	50.04115051999708	-1085.6460007561036	0.006619734772312852	0.002974490523547451	44.22346801275805	
236000	-1042.3645412829185	-1087.095052970852	44.73051168793357	-1087.095052970852	0.011117389488460172	0.004912411122896422	39.414521293951886	
237000	-1034.8063152953478	-1086.5038592939063	51.69754399855851	-1086.5038592939063	0.006654580239210985	0.0018800447354018807	45.421084291561655	
238000	-1036.9123123400852	-1088.2742789840322	51.36196664394687	-1088.2742789840322	0.005309775424680144	0.0032193071122117935	45.62337751882305	
239000	-1038.4907875784309	-1088.1906559711617	49.69986839273096	-1088.1906559711617	0.005532650275165797	0.003636080118627116	44.08301932464723	
240000	-1045.9409186575253	-1089.7512657638329	43.810347106307546	-1089.7512657638329	0.008130658496111559	0.0030662185973763622	38.02303690248607	
241000	-1041.6964999695451	-1088.7515811332612	47.055081163716004	-1088.7515811332612	0.007550930579532352	0.004099863512923273	41.55827956835911	
242000	-1046.5743706906894	-1090.3988934458985	43.82452275520896	-1090.3988934458985	0.004964978360796139	0.006906352393613724	38.84920910105956	
243000	-1037.0021825301178	-1085.2525260137152	48.250343483597355	-1085.2525260137152	0.010028622881946404	0.00406333634459828	42.744592600522445	
244000	-1042.010624420655	-1087.6675349872824	45.65691056662741	-1087.6675349872824	0.0119409423354128	0.004969824041239763	40.352539722949956	
245000	-1036.1076285642373	-1087.2197080527703	51.112079488533034	-1087.2197080527703	0.00493083774186673	0.0030157799166814193	45.30818268511142	
246000	-1038.8619119313162	-1086.6614563428948	47.7995444115787	-1086.6614563428948	0.008593500625893357	0.004082580650749522	42.29851843349956	
247000	-1035.3454629009334	-1084.1956535531654	48.85019065223185	-1084.1956535531654	0.008415199813139877	0.001813893205436453	42.537910850793104	
248000	-1041.6211153318268	-1086.8076464366738	45.18653110484697	-1086.8076464366738	0.012483606543010574	0.0044519916047761855	39.77212737355672	
249000	-1034.938710731017	-1087.3183129973406	52.37960226632378	-1087.3183129973406	0.007011448875501649	0.0030831761442509406	46.597807268655394	
250000	-1032.8267842779248	-1085.0566960251629	52.22991174723795	-1085.0566960251629	0.006215819304987718	0.002318521320217962	46.163086088757524	
251000	-1035.1504669636715	-1088.668577544932	53.51811058126047	-1088.668577544932	0.005212719200523931	0.0031366995904771287	47.75352646358509	
252000	-1036.4053031410263	-1086.0773691232707	49.67206598224436	-1086.0773691232707	0.009527143111463948	0.0026216640657768754	43.72811995902893	
253000	-1035.3439767373875	-1086.7337470518107	51.38977031442326	-1086.7337470518107	0.008916060683585266	0.0021170629596531454	45.232044767186174	
254000	-1041.699713015698	-1088.7835120304467	47.08379901474863	-1088.7835120304467	0.008418785046736927	0.0026287399078997868	41.142548344668754	
255000	-1045.1128566730365	-1086.924525031794	41.811668358757565	-1086.924525031794	0.009216654134049441	0.010687249021032484	37.2729644303504	
256000	-1041.380184883074	-1086.2974410881002	44.91725620502618	-1086.2974410881002	0.00989849149870336	0.0031720895874963423	39.163891472638596	
257000	-1045.330468397971	-1087.8684508917645	42.53798249379367	-1087.8684508917645	0.008450925374932984	0.0022758471673873086	36.452579579166894	
258000	-1034.4265234960044	-1088.9122487363225	54.485725240318075	-1088.9122487363225	0.004064834409771816	0.001386248505548794	47.90457114296463	
259000	-1036.7551083770659	-1087.1871842119835	50.43207583491776	-1087.1871842119835	0.0063629921324954	0.0017277858822024009	44.07116130787742	
260000	-1036.8542364276695	-1086.4676581271765	49.61342169950698	-1086.4676581271765	0.0061430092273058725	0.001968622909700849	43.38300068823022	
261000	-1035.3936683988625	-1085.4307164763075	50.03704807744489	-1085.4307164763075	0.006854620914378832	0.002113957689709151	43.87785467138182	
262000	-1037.202817893046	-1087.0152708901173	49.812452997071475	-1087.0152708901173	0.004674672630206761	0.0013457962501223705	43.20168356350174	
263000	-1033.9538614964615	-1087.2491898094663	53.295328313004845	-1087.2491898094663	0.006493048140568285	0.001813431758916017	46.98279408356339	
264000	-1039.122854223378	-1086.380481103839	47.25762688046109	-1086.380481103839	0.010384595443647565	0.003173776509468448	41.50479380820818	
265000	-1043.284660322693	-1091.40122559766	48.11656527496678	-1091.40122559766	0.005743711880303312	0.0038658636346797994	42.56099510317397	
266000	-1041.5834875712521	-1087.179512619055	45.596025047802954	-1087.179512619055	0.008759525023108025	0.00652453124605922	40.56383887976457	
267000	-1039.5233299036552	-1085.995329294047	46.47199939039184	-1085.995329294047	0.007343726160106491	0.0054336305582394296	41.256851633028546	
268000	-1036.9533271797957	-1086.541655698435	49.58832851863943	-1086.541655698435	0.006874821069387902	0.003241368511951035	43.856568860515914	
269000	-1033.8709857479218	-1086.6918680242352	52.82088227631344	-1086.6918680242352	0.006313037312887912	0.002140001525087236	46.6739335390224	
270000	-1037.6030522658566	-1086.518362827921	48.91531056206435	-1086.518362827921	0.011965298877846201	0.0029163794117770723	43.077898202542706	
271000	-1035.25733154006	-1086.7368983122	51.479566772140146	-1086.7368983122	0.0070837735418032705	0.0016611225572743908	45.079305106301604	
272000	-1038.323557635142	-1085.7148663567752	47.391308721633266	-1085.7148663567752	0.007194888137092273	0.002515613266890253	41.40607006017173	
273000	-1037.9284561103543	-1088.9442407221932	51.01578461183883	-1088.9442407221932	0.008627632527689598	0.0023180463481695373	44.94875407247062	
274000	-1038.9541739280548	-1088.0708533649122	49.116679436857396	-1088.0708533649122	0.007401442654220527	0.0036637747611341608	43.507418129307986	
275000	-1038.035646900777	-1085.4160458682913	47.380398967514395	-1085.4160458682913	0.007210998419942044	0.002822065598081375	41.51011278693771	
276000	-1035.7638008634945	-1085.9434137401404	50.17961287664582	-1085.9434137401404	0.007923401974619508	0.0021530074953765464	44.03872329740378	
277000	-1035.0448047938812	-1086.5767817232938	51.53197692941252	-1086.5767817232938	0.006742000471693723	0.002876690816273688	45.68086226181902	
278000	-1038.2964342684716	-1090.3711702839594	52.07473601548773	-1090.3711702839594	0.008018306484333767	0.0017211944386003144	45.70999922736504	
279000	-1032.4320517196154	-1085.8058644327334	53.37381271311799	-1085.8058644327334	0.008487788461827994	0.001558472607269618	46.909763677863765	
280000	-1033.942035246448	-1085.6437283946716	51.70169314822342	-1085.6437283946716	0.006527914843507507	0.0023974213818449847	45.668331604756446	
281000	-1038.5923603782219	-1090.2787629325624	51.686402554340454	-1090.2787629325624	0.007153489275438683	0.00299169828481559	45.87448848974929	
282000	-1031.2842816105967	-1085.719818249314	54.4355366387172	-1085.719818249314	0.007012317636655125	0.001881061386429886	48.15961754451873	
283000	-1037.1648902619986	-1088.5554596656518	51.390569403653316	-1088.5554596656518	0.005243146797902406	0.002004942281209816	45.17842939758882	
284000	-1033.7913972970673	-1087.2565872217278	53.465189924660585	-1087.2565872217278	0.006731712632982057	0.002455883100600039	47.45592105735499	
285000	-1035.8227651961752	-1087.3084320428354	51.48566684666031	-1087.3084320428354	0.005851879404389732	0.002830919411299501	45.61851310688898	
286000	-1041.793563668089	-1086.6718223256817	44.87825865759263	-1086.6718223256817	0.010300554177666597	0.005580772803908489	39.68983064073822	
287000	-1035.8670098329053	-1087.3561851418544	51.48917530894905	-1087.3561851418544	0.009511398967729418	0.002217413458463215	45.377761437783825	
288000	-1043.5908213843113	-1087.8526860630748	44.26186467876352	-1087.8526860630748	0.007549822776481608	0.006685082858479172	39.253988004944965	
289000	-1041.2108947121797	-1087.6108849423665	46.39999023018676	-1087.6108849423665	0.007247187891129382	0.0032260907674883455	40.663506066745036	
290000	-1039.102751917397	-1086.734885264906	47.63213334750917	-1086.734885264906	0.00860986467492233	0.0038057764023448275	42.06089808694816	
291000	-1046.157976492714	-1088.473122985313	42.315146492599105	-1088.473122985313	0.009943806572944709	0.0077675510762548515	37.4573461515167	
292000	-1036.8879858257494	-1084.8345881627245	47.94660233697506	-1084.8345881627245	0.010185644494635906	0.004517503053091981	42.546806477313574	
293000	-1037.5110043759114	-1084.6443900015336	47.13338562562212	-1084.6443900015336	0.008454485880540187	0.0032866287386695346	41.41549268656127	
294000	-1033.671021217108	-1085.5497718299612	51.87875061285304	-1085.5497718299612	0.005945670719827186	0.002944278532901714	46.05085914062289	
295000	-1032.952720371532	-1085.0264330777472	52.073712706215275	-1085.0264330777472	0.006907739522547122	0.001822633115106107	45.76623964930528	
296000	-1042.531397961119	-1090.1915949618033	47.66019700068443	-1090.1915949618033	0.005411101527106615	0.0042541485130869125	42.2003363492689	
297000	-1032.2466917611855	-1085.8250809446376	53.5783891834521	-1085.8250809446376	0.00544560701198195	0.0016417795920426936	47.166414675091275	
298000	-1039.642913865349	-1087.091095182634	47.44818131728484	-1087.091095182634	0.012061390944387322	0.0034008507293523302	41.76445165314178	
299000	-1035.4285603969893	-1086.8861677122402	51.45760731525085	-1086.8861677122402	0.005013522029251337	0.002356820131030153	45.40716534463792	
300000	-1040.0378713335087	-1087.3219300730154	47.28405873950665	-1087.3219300730154	0.006273987346192453	0.0013149797894584994	40.65012475680305	
301000	-1037.0171465875728	-1087.5275192733081	50.51037268573536	-1087.5275192733081	0.00564598053743467	0.0029799970429685197	44.6945397149776	
302000	-1040.2996100558064	-1087.8919696880998	47.592359632293444	-1087.8919696880998	0.00734338235893865	0.002821251010046283	41.7217847604746	
303000	-1033.4575673924342	-1084.8979235512481	51.44035615881401	-1084.8979235512481	0.006628471653616398	0.0023051707652809103	45.36775563825692	
304000	-1035.085314074905	-1086.71442073164	51.629106656735175	-1086.71442073164	0.00595748108265291	0.002220329869785201	45.51900715259216	
305000	-1032.0791845990902	-1086.143386812337	54.06420221324673	-1086.143386812337	0.004899599111590398	0.0012710230496266336	47.39626906134023	
306000	-1036.3409418775584	-1084.8522086818457	48.511266804287196	-1084.8522086818457	0.009180137748554782	0.003997760123382083	42.98924576042919	
307000	-1032.8466024813836	-1087.980791673245	55.134189191861395	-1087.980791673245	0.005440167144724011	0.002193340351435318	49.011859569285804	
308000	-1037.4200421445287	-1090.0305344352512	52.6104922907226	-1090.0305344352512	0.0035077941056071995	0.0031978053282581183	46.865201751334446	
309000	-1035.8086673969158	-1089.2449814974532	53.43631410053745	-1089.2449814974532	0.004261253771280278	0.0020138188553324686	47.228591669071974	
310000	-1040.7727607607596	-1088.2251381786466	47.45237741788686	-1088.2251381786466	0.010798185514917263	0.0023735151875752107	41.40899419670335	
311000	-1034.952031323217	-1086.0336598977142	51.08162857449728	-1086.0336598977142	0.006948737930654437	0.002520089002211372	45.098167514752646	
312000	-1037.338352296128	-1085.2432489755633	47.90489667943535	-1085.2432489755633	0.008021977067427693	0.0028382217278914105	42.04031910436029	
313000	-1042.1840580453631	-1088.6309979467599	46.44693990139672	-1088.6309979467599	0.00685353510946403	0.004269830848803611	40.99075883500714	
314000	-1042.7266926813306	-1086.91232896694	44.18563628560937	-1086.91232896694	0.00830384475981805	0.00499187510220545	38.88569261779111	
315000	-1040.2686018499055	-1085.6457418938403	45.37714004393479	-1085.6457418938403	0.01062166681873253	0.004968572958828117	40.072517432810685	
316000	-1039.530751240916	-1087.7234297003988	48.19267845948264	-1087.7234297003988	0.004905838899491048	0.0045591885197871	42.80206783200368	
317000	-1034.2884679420636	-1085.682540425954	51.39407248389034	-1085.682540425954	0.00943925484534444	0.0022104266969554154	45.279502777346615	
318000	-1035.984458969482	-1085.6453943604304	49.660935390948374	-1085.6453943604304	0.006674951733194018	0.0020675602613231163	43.47954940640911	
319000	-1036.3880742260708	-1089.1424741796486	52.7543999535779	-1089.1424741796486	0.010269502020551938	0.0018287205984785764	46.450261270431746	
320000	-1035.5203679006377	-1085.1030350546062	49.582667153968586	-1085.1030350546062	0.008991267626543538	0.0016513313243279163	43.17649370078883	
321000	-1043.3826462746279	-1087.3662612348212	43.98361496019329	-1087.3662612348212	0.008576579796956118	0.0030572460632333036	38.193374212615375	
322000	-1045.6668682256018	-1089.0040860162937	43.33721779069191	-1089.0040860162937	0.009706489088509001	0.005326770989007667	38.1022077481081	
323000	-1042.2741675017558	-1088.7003663698051	46.426198868049404	-1088.7003663698051	0.010808847872918007	0.005109436778398975	41.14953276771687	
324000	-1036.4105892777063	-1085.8097760666242	49.39918678891781	-1085.8097760666242	0.007881110519752908	0.002807662333790262	43.52378373736925	
325000	-1041.3491178809381	-1087.2066974046725	45.85757952373427	-1087.2066974046725	0.008283478117612668	0.004807791184233138	40.52006201014196	
326000	-1042.8704567326286	-1087.3134332624668	44.44297652983821	-1087.3134332624668	0.009143518671822334	0.00645781167314175	39.40051176097409	
327000	-1046.2110061673457	-1088.930049422398	42.719043255052284	-1088.930049422398	0.00820278653959326	0.006778469876173556	37.72503937057214	
328000	-1036.673969208312	-1087.6147479247234	50.94077871641134	-1087.6147479247234	0.0060798503063761045	0.0026522828526281683	45.008444160410896	
329000	-1037.848968145479	-1087.71024247325	49.86127432777111	-1087.71024247325	0.005621986739109158	0.0029081956812734254	44.02105189686807	
330000	-1037.0351667500033	-1086.5625210612566	49.52735431125326	-1086.5625210612566	0.004528835538842636	0.004453632095309848	44.11331899673144	
331000	-1042.087538761199	-1089.4211904896406	47.33365172844141	-1089.4211904896406	0.00802104636047243	0.002205140690819927	41.21668776168312	
332000	-1041.189710514633	-1085.9645785084676	44.77486799383482	-1085.9645785084676	0.009063923455031372	0.004838248495575482	39.44366548900702	
333000	-1043.3330153100112	-1092.1274517569923	48.794436446981024	-1092.1274517569923	0.0051529633126903025	0.0022680845098780457	42.70561681502117	
334000	-1047.167247568348	-1088.9168071556815	41.749559587333415	-1088.9168071556815	0.013006108889909525	0.01025627221312743	37.169693750018965	
335000	-1034.9248862391214	-1087.9686308345015	53.043744595380055	-1087.9686308345015	0.005761248923655381	0.0020594073578451434	46.85840756744216	
336000	-1038.4490505028014	-1087.1229423361538	48.67389183335234	-1087.1229423361538	0.007226949362822058	0.0020283240053390397	42.473346393284196	
337000	-1039.5428045801002	-1088.759904848376	49.21710026827579	-1088.759904848376	0.009699468288512838	0.0034548542519849917	43.54912526095924	
338000	-1044.6609321179944	-1089.1481758275572	44.48724370956286	-1089.1481758275572	0.011041856434543895	0.0027618024449035635	38.59537195690673	
339000	-1040.405882289554	-1087.3716764699338	46.96579418037979	-1087.3716764699338	0.009955640770197723	0.003570403331992022	41.33071746895668	
340000	-1041.1741115661307	-1086.8791651588447	45.705053592713874	-1086.8791651588447	0.00915105029610017	0.0031189049914675097	39.93478028967752	
341000	-1041.022205178968	-1085.9648252636891	44.94262008472109	-1085.9648252636891	0.010202123551712641	0.0052995127733263805	39.70247969251019	
342000	-1035.447070056047	-1085.624116423473	50.177046367425845	-1085.624116423473	0.006722240539125994	0.003637813827676883	44.560673992869795	
343000	-1038.8657156339104	-1088.1096166519828	49.24390101807249	-1088.1096166519828	0.006045803423344869	0.003552145417191447	43.6036975029069	
344000	-1032.6332387496227	-1086.5634141327814	53.930175383158684	-1086.5634141327814	0.0072086003264711755	0.002140260358241908	47.78334758853986	
345000	-1040.9176550460202	-1087.6596467508064	46.741991704786074	-1087.6596467508064	0.008687023650964533	0.004233958517297355	41.27737380094791	
346000	-1042.5104813086293	-1087.1803352461047	44.66985393747551	-1087.1803352461047	0.008645783869816539	0.004673100572258701	39.30392144396994	
347000	-1037.020398689572	-1085.2430988737501	48.222700184178166	-1085.2430988737501	0.009547142054936657	0.003808924791390459	42.65229184752262	
348000	-1035.694890004737	-1085.575018023344	49.880128018606825	-1085.575018023344	0.006676828113057694	0.0033129577422444443	44.17021410772812	
349000	-1037.1438095076676	-1087.0657713956575	49.921961887989966	-1087.0657713956575	0.004978318652164563	0.001806064012145656	43.605356507530445	
350000	-1036.892633637349	-1088.8118174887538	51.91918385140475	-1088.8118174887538	0.006697011847277917	0.0027560436981923764	46.02522478110594	
351000	-1038.5306406316072	-1087.2713868074811	48.74074617587396	-1087.2713868074811	0.006350337588625857	0.0030884385297517383	42.96065652990172	
352000	-1042.4811435277954	-1087.7479625418562	45.266819014060644	-1087.7479625418562	0.007141242357028429	0.00426595024283133	39.80972869140079	
353000	-1041.414265531694	-1087.2312436512038	45.81697811950985	-1087.2312436512038	0.011766277092459535	0.003248951655136163	40.08755521718281	
354000	-1042.5536668401985	-1087.4737585930877	44.920091752889185	-1087.4737585930877	0.008359279794956069	0.004840901373300411	39.58943741144914	
355000	-1040.6396828073382	-1089.9686362477814	49.32895344044319	-1089.9686362477814	0.0061910303844346145	0.0017183452978573642	42.96255995310322	
