# BEAST v1.8.4
# Generated Fri Oct 27 13:24:33 PDT 2017 [seed=1509135872645]
# -beagle_off demo1.xml
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	clock.rate	meanRate	treeLikelihood	branchRates	skyline
20000	-2182.692818313969	-1094.5750802740158	-1088.1177380399529	0.005949927131194377	0.04904979238751553	0.0030025960755965257	0.0030155083211430003	0.007847376908797691	0.003643241470227979	1.0	1.0	3.0	2.0	2.0	0.3770428543086591	1.0	1.0	-1088.1177380399529	0.0	39.775291153775754
21000	-2178.6904527325305	-1098.4502194005781	-1080.2402333319526	0.007494651016890178	0.03011647725778145	0.0015942618162888026	0.006058440607704827	0.014933988663623426	0.016305621527003145	1.0	3.0	1.0	2.0	2.0	0.29876239231794394	1.0	1.0	-1080.2402333319526	0.0	38.98933512242711
22000	-2174.532719421779	-1093.2144793109433	-1081.3182401108354	0.006307929212669904	0.009117439272411688	0.0072165542848308395	0.012639863211439303	0.005434498946590658	0.004372842503090383	1.0	4.0	2.0	1.0	1.0	0.2309631534294887	1.0	1.0	-1081.3182401108354	0.0	39.565045298576884
23000	-2167.627737191538	-1087.256927127721	-1080.370810063817	0.007573783231992728	0.003817365082542395	0.005149321852133959	0.0049553421659897946	0.0027959916352194854	0.00421099801028759	2.0	1.0	1.0	3.0	2.0	0.19010788303237	1.0	1.0	-1080.370810063817	0.0	42.571442166532435
24000	-2168.344442402854	-1087.9453521231333	-1080.3990902797204	0.01055531263665332	0.002795377105266668	0.002725710063586236	0.005098483170478845	0.0017735246135900393	0.0049021161322682924	3.0	2.0	1.0	1.0	2.0	0.24642922208042878	1.0	1.0	-1080.3990902797204	0.0	41.61213969217171
25000	-2171.4810819835857	-1089.5760583638746	-1081.9050236197108	0.012821985599996259	0.001996265344713192	0.00479492680308168	0.007315762144887535	0.002058655106805603	0.0036557525407692293	2.0	1.0	2.0	1.0	3.0	0.28163747056798427	1.0	1.0	-1081.9050236197108	0.0	40.344500544484085
26000	-2165.6790662263966	-1086.4242235200627	-1079.254842706334	0.008788772606683143	0.0016940010719270454	0.004556413554925766	0.002479282804477187	0.00279980744582201	0.010944382344061448	4.0	2.0	1.0	1.0	1.0	0.18440597758059118	1.0	1.0	-1079.254842706334	0.0	44.87799028665418
27000	-2171.8747732768143	-1091.7082664165628	-1080.1665068602515	0.009187055720104812	0.003598373500958655	0.0064587311076102286	0.010645624525140581	0.006596402701168744	0.006549461694662057	2.0	1.0	2.0	1.0	3.0	0.2960623736289728	1.0	1.0	-1080.1665068602515	0.0	40.277237102503534
28000	-2172.3371342520945	-1090.7115870328837	-1081.6255472192108	0.007458616227088103	0.003819211497612581	0.007210168117772821	0.005989973877101561	0.004392454883258645	0.011079821628387866	1.0	2.0	2.0	3.0	1.0	0.19500345408751496	1.0	1.0	-1081.6255472192108	0.0	41.67087670769108
29000	-2173.885283714652	-1089.9365273491483	-1083.9487563655036	0.005199460060100583	0.010184424141345147	0.008706280303873909	0.00432018215454395	0.00163836932824077	0.0038513084682459484	2.0	2.0	2.0	1.0	2.0	0.20687724955549244	1.0	1.0	-1083.9487563655036	0.0	41.35030471999944
30000	-2168.3941119153233	-1086.00837988803	-1082.3857320272934	0.005435273960561493	0.006559373180433866	0.0029506459860189674	0.001738146055436868	0.0025111719674873628	0.003945138907712967	2.0	3.0	2.0	1.0	1.0	0.3586108290827765	1.0	1.0	-1082.3857320272934	0.0	42.546894621877954
31000	-2171.2187951762066	-1088.2297700309293	-1082.9890251452773	0.0055202636935009815	0.0058585568790021185	0.0033261962759493662	0.004396341600275853	0.004922116954447475	0.0018287819633839922	1.0	2.0	2.0	1.0	3.0	0.3380725357888505	1.0	1.0	-1082.9890251452773	0.0	41.16479294740996
32000	-2163.0117587697678	-1082.2796818839713	-1080.7320768857965	0.005376490981626048	0.002084040788786762	0.0021883919071162224	0.003202801818788119	0.0029254280420465562	0.003651517821343585	2.0	2.0	2.0	2.0	1.0	0.28004071991567636	1.0	1.0	-1080.7320768857965	0.0	45.160837844651645
33000	-2164.664088909459	-1082.0873316784516	-1082.5767572310076	0.01107856668109416	0.0023332231520995406	0.0014988379374672818	0.0017678488612422297	0.0033926115451255933	0.004985487126422703	5.0	1.0	1.0	1.0	1.0	0.5757144518788709	1.0	1.0	-1082.5767572310076	0.0	45.128303875130165
34000	-2168.2744468278133	-1086.7307577000117	-1081.5436891278016	0.00634580666312515	0.0011812387275080619	0.001903425331137158	0.006098121137652637	0.006764475334567724	0.005485325975176541	1.0	3.0	3.0	1.0	1.0	0.27772156218904764	1.0	1.0	-1081.5436891278016	0.0	42.980868839318475
35000	-2161.9677417257335	-1082.7435122189047	-1079.2242295068286	0.010293175099643023	8.449398522739809E-4	6.391623949964405E-4	0.0031247497146554347	0.003132089736369458	0.006635832441038877	3.0	1.0	1.0	2.0	2.0	0.2847840278956422	1.0	1.0	-1079.2242295068286	0.0	45.78776794803878
36000	-2164.9298592145333	-1082.139640363504	-1082.7902188510295	0.006437676473485326	0.002855953177296073	7.960509205563556E-4	0.0026800428691118442	0.004551183848429581	0.002337207923532245	1.0	3.0	2.0	1.0	2.0	0.963870197566902	1.0	1.0	-1082.7902188510295	0.0	46.292457749566346
37000	-2164.677755095796	-1083.7458752780087	-1080.9318798177871	0.006945177789967309	0.0019235345423494457	0.0019083166465152586	0.003473486878492436	0.009731024505508131	0.003071349763177316	2.0	3.0	1.0	1.0	2.0	0.6194910900822788	1.0	1.0	-1080.9318798177871	0.0	45.77540561411384
38000	-2159.5932083335615	-1078.9871595443904	-1080.6060487891712	0.007191124455037282	0.0018123157846575563	0.001482468025830605	0.0023953618964174714	0.0020932746112465703	0.001507432165672446	2.0	2.0	1.0	2.0	2.0	0.4163364025609141	1.0	1.0	-1080.6060487891712	0.0	46.38193618272551
39000	-2165.681308940514	-1083.5834623526862	-1082.097846587828	0.010004896245320577	0.0012940086426339735	0.0027348672037178965	0.0038898680109636934	0.0028284115849302313	0.0015577019704376205	1.0	2.0	2.0	1.0	3.0	0.5891026057587948	1.0	1.0	-1082.097846587828	0.0	43.26482414876142
40000	-2160.2603966836614	-1080.7765926585862	-1079.4838040250752	0.008763433741883863	0.002215618038986926	0.0034992596155371675	0.0016020001290851435	0.0024611362625462908	0.0028150935506460473	1.0	1.0	4.0	1.0	2.0	0.4847319069139638	1.0	1.0	-1079.4838040250752	0.0	46.27914256928252
41000	-2166.4276906870273	-1086.1959220915826	-1080.231768595445	0.007759870414662278	0.004292165478510716	0.0038417651007014567	0.0028889921234277927	0.003694612500216736	0.002624766693964689	1.0	1.0	3.0	3.0	1.0	0.5381887114902253	1.0	1.0	-1080.231768595445	0.0	42.18336955411312
42000	-2173.1650356187374	-1091.6085221244293	-1081.5565134943083	0.009349919628876038	0.008843661244690316	0.010780825917057972	0.002255416130340406	0.0025756095177764107	0.0038097685051332823	2.0	4.0	1.0	1.0	1.0	0.6038848762544102	1.0	1.0	-1081.5565134943083	0.0	39.05314296698255
43000	-2175.6048446119057	-1088.867531016203	-1086.7373135957025	0.004594611850796136	0.008631609514806885	0.00841281577848376	0.0023013545704622176	0.005478157174424179	0.0027198822284281183	1.0	2.0	3.0	1.0	2.0	0.6122253047064198	1.0	1.0	-1086.7373135957025	0.0	42.3487146249023
44000	-2170.3293043846993	-1083.7090134167406	-1086.6202909679587	0.004430889457534339	0.002767747046924231	0.003720966032504454	0.0014178894316684931	0.002178306193468731	0.0026271136201910213	2.0	2.0	1.0	1.0	3.0	0.7378633360354677	1.0	1.0	-1086.6202909679587	0.0	43.372533650296624
45000	-2166.0021066976187	-1081.8498983774364	-1084.1522083201821	0.005914088168730018	0.0038205485858091716	0.0013692846391113135	0.0018660222413452512	0.0037806817415431287	0.004398333880348479	1.0	1.0	3.0	1.0	3.0	0.6537444200683987	1.0	1.0	-1084.1522083201821	0.0	46.130147117968825
46000	-2169.3514163180853	-1083.8423702500108	-1085.5090460680744	0.0061545760135737594	0.001835678974502356	0.0011152549387223013	0.0033604034648426883	0.0038561089242637064	0.0031939922284921008	1.0	3.0	1.0	2.0	2.0	0.5295640776073182	1.0	1.0	-1085.5090460680744	0.0	43.756055325326926
47000	-2162.8192795412533	-1081.391474699586	-1081.427804841667	0.011085718136187807	3.58926152161936E-4	0.0013602840483102183	0.0033818275353301504	0.0037880878678449824	0.0062866674816449315	4.0	1.0	1.0	1.0	2.0	0.49661955097685573	1.0	1.0	-1081.427804841667	0.0	46.593574667199114
48000	-2163.3747321482588	-1081.8497655820386	-1081.5249665662202	0.008081546463851483	7.953788681980426E-4	0.0017018898644962305	0.003247184111602446	0.004929091407832365	0.009638931917095453	5.0	1.0	1.0	1.0	1.0	0.35918979879772606	1.0	1.0	-1081.5249665662202	0.0	46.70095861878651
49000	-2161.330310078149	-1078.638534115564	-1082.691775962585	0.010101573426326591	3.288627176696165E-4	7.375069419103334E-4	0.002601770708145979	0.003886335908267581	0.004852312752993047	3.0	1.0	3.0	1.0	1.0	0.4713306565160991	1.0	1.0	-1082.691775962585	0.0	47.7852067534627
50000	-2167.6076544226626	-1085.2383179370117	-1082.369336485651	0.008282395175112235	4.7518934990836893E-4	8.658158145202218E-4	0.0036805331030981335	0.008160851211228991	0.002767009729430513	1.0	1.0	1.0	5.0	1.0	0.444922024457197	1.0	1.0	-1082.369336485651	0.0	43.29544915862971
51000	-2166.3490127665123	-1086.1486730885015	-1080.2003396780108	0.010830907753275552	0.001073202476981504	0.0018903740580907685	0.002988204862454097	0.0070914318914854935	0.008418035057621434	1.0	1.0	2.0	3.0	2.0	0.33220902870036667	1.0	1.0	-1080.2003396780108	0.0	42.7930875054142
52000	-2176.9555652012436	-1092.5959304394341	-1084.3596347618095	0.016808385909188425	0.0018775907048793452	0.0020151292253712586	0.00450533505397165	0.01320822120132758	0.011507260673161173	1.0	1.0	5.0	1.0	1.0	0.1832797775335717	1.0	1.0	-1084.3596347618095	0.0	39.089028483524274
53000	-2173.5414383922785	-1091.4374898850372	-1082.1039485072413	0.009263771314548714	0.0020337901450933967	0.0024936112740131335	0.0019866987610205568	0.007698588128957051	0.016059067243955748	1.0	1.0	3.0	1.0	3.0	0.41457486097489565	1.0	1.0	-1082.1039485072413	0.0	39.75436537081368
54000	-2170.4829867706585	-1086.7749284425468	-1083.7080583281115	0.007870235328681809	0.0012153511612951777	0.003868431421577597	0.005807437008246649	0.007715344199930656	0.007559201689131993	3.0	1.0	2.0	1.0	2.0	0.29035572911848256	1.0	1.0	-1083.7080583281115	0.0	44.02287453334935
55000	-2167.435711999702	-1086.3964293309646	-1081.0392826687373	0.006148206875284106	0.0029773669015822693	0.0014147428175974048	0.0028138032575696307	0.013447850049528908	0.0060537337673049404	1.0	1.0	5.0	1.0	1.0	0.28014046423430455	1.0	1.0	-1081.0392826687373	0.0	45.73533892070157
56000	-2167.496017893148	-1088.7041781813657	-1078.7918397117824	0.0072232341804781795	0.00193176246072671	0.0036194793745093936	0.004162901159618059	0.009808881819184458	0.013694138804563738	2.0	2.0	2.0	2.0	1.0	0.14289848052519272	1.0	1.0	-1078.7918397117824	0.0	43.111449552934886
57000	-2156.874785419401	-1076.4265129225028	-1080.4482724968984	0.005361974619027999	0.001304616013862367	0.0013951766430365324	0.0019010924031503393	0.004598621464457427	0.006971965569346972	4.0	1.0	1.0	2.0	1.0	0.24172928853040312	1.0	1.0	-1080.4482724968984	0.0	51.32344499464311
58000	-2166.060696427875	-1083.4051338491618	-1082.6555625787132	0.005866913115335063	7.517654692766426E-4	0.002882177303586551	8.933963750270211E-4	0.005890770337653576	0.011087312081830981	1.0	1.0	5.0	1.0	1.0	0.48080884247542616	1.0	1.0	-1082.6555625787132	0.0	49.48692050149949
59000	-2163.0734984474734	-1080.7910122454646	-1082.2824862020088	0.00814204425228489	0.002696568161074329	0.0014423306685952297	0.0017390111752771948	0.004615210432663847	0.0038743623526910635	3.0	2.0	1.0	1.0	2.0	0.45932119988090214	1.0	1.0	-1082.2824862020088	0.0	47.00532231637178
60000	-2157.5449609603893	-1076.0767601628595	-1081.46820079753	0.00647569419808907	0.001273539569972147	7.431060442040856E-4	0.002217499010514449	0.002704561895577871	0.00305232475631848	1.0	3.0	1.0	1.0	3.0	0.7487280023671055	1.0	1.0	-1081.46820079753	0.0	49.95553648883492
61000	-2163.846430765027	-1082.884070852006	-1080.962359913021	0.0068013411809553295	9.330667895352044E-4	0.003104024529174039	0.005176944122622319	0.0028019164193679937	0.0016577823209384002	2.0	1.0	3.0	2.0	1.0	0.6305280821952797	1.0	1.0	-1080.962359913021	0.0	45.02987363752214
62000	-2168.962559661522	-1085.8975620526614	-1083.0649976088605	0.006165338490550749	0.004740864099368111	0.0029863202868901104	0.004371925967042355	0.005286794009057931	0.0010697239352264213	2.0	2.0	1.0	1.0	3.0	0.8526532102909506	1.0	1.0	-1083.0649976088605	0.0	43.12142607244244
63000	-2164.3314667069917	-1080.401847448297	-1083.9296192586944	0.005262095600922091	0.005084668102446911	0.0019235822034255191	0.002049245568907184	0.00219510704150018	0.0012454878437087894	2.0	3.0	1.0	1.0	2.0	0.8137334596796952	1.0	1.0	-1083.9296192586944	0.0	46.245956505261695
64000	-2166.171910697172	-1083.347150969367	-1082.8247597278048	0.0076682947207950955	0.004268097453855082	0.0014564279545532595	0.00140327032265214	0.0014076818725428002	8.449817006978142E-4	1.0	2.0	2.0	3.0	1.0	0.7556485542850491	1.0	1.0	-1082.8247597278048	0.0	41.66017547110732
65000	-2167.45002938558	-1086.3110452289873	-1081.1389841565924	0.01030278556684739	0.011135079906224504	6.77786404464166E-4	0.0017012310503756905	0.0015326089251282212	0.005678985734461148	1.0	1.0	4.0	2.0	1.0	0.6581391831685862	1.0	1.0	-1081.1389841565924	0.0	44.376978596305406
66000	-2177.0585303876633	-1091.345058563892	-1085.713471823771	0.010763557404054819	0.10869219225330833	0.0013480336807791436	0.002140982086093823	0.0032516453437612886	0.00432408541972909	1.0	2.0	2.0	1.0	3.0	0.786169711870988	1.0	1.0	-1085.713471823771	0.0	42.868024485228766
67000	-2172.841784998159	-1091.3173207566074	-1081.5244642415516	0.010850754509215516	0.0522339900379026	0.003385290814631828	0.002040711853872822	0.0024621752771638145	0.005804369712623052	1.0	1.0	1.0	3.0	3.0	0.6209472916050307	1.0	1.0	-1081.5244642415516	0.0	41.7764686216451
68000	-2174.0514123577086	-1090.9493967942133	-1083.1020155634951	0.0073756720587927725	0.062417687337189186	0.0017892003707917525	0.0019223459874834904	0.003402551401327076	0.002679476367909025	1.0	3.0	2.0	2.0	1.0	0.46340471394863675	1.0	1.0	-1083.1020155634951	0.0	41.56698043218738
69000	-2167.531526525411	-1088.124487254965	-1079.4070392704464	0.0068225696247846395	0.05802040122408975	0.0015197286567859196	0.0011075803000785134	0.0012875753617972766	0.0023572362438166413	1.0	1.0	3.0	2.0	2.0	0.31948857564732236	1.0	1.0	-1079.4070392704464	0.0	42.74054142864635
70000	-2169.0794812632594	-1089.1161815895794	-1079.9632996736802	0.010013356889103249	0.06132997544691238	0.001315930779789926	7.022531669425823E-4	0.001490635000258794	0.002802570856271817	1.0	3.0	1.0	1.0	3.0	0.24165771562992938	1.0	1.0	-1079.9632996736802	0.0	42.34454565041816
71000	-2172.40068483267	-1090.8978333876587	-1081.5028514450112	0.012190188054204486	0.03817755943283347	0.0016533553238965567	3.810906799289904E-4	0.0013204227730113116	0.003983687348963574	1.0	1.0	1.0	2.0	4.0	0.4322065359825598	1.0	1.0	-1081.5028514450112	0.0	41.09737678164793
72000	-2173.3845120624483	-1089.874263749027	-1083.5102483134215	0.0041168229152059605	0.02912463507313706	0.0022771591378334282	0.002138925544227959	0.0017831143461747034	0.005800729116945141	1.0	3.0	1.0	2.0	2.0	0.39058806798699996	1.0	1.0	-1083.5102483134215	0.0	42.29500419744158
73000	-2178.68552010877	-1097.0833957758769	-1081.6021243328933	0.007591137294561554	0.016073902822725507	0.00778883243662933	0.0040483014611031355	0.004551596193347732	9.07381601527209E-4	2.0	1.0	2.0	2.0	2.0	0.32600704584982243	1.0	1.0	-1081.6021243328933	0.0	33.97982146502239
74000	-2171.9797630188814	-1089.4433360770938	-1082.5364269417873	0.007329634347128813	0.009496421173962313	0.004289440033901707	0.005498355445569917	0.005831002338557544	0.00467101655828064	1.0	1.0	1.0	4.0	2.0	0.5171205645342997	1.0	1.0	-1082.5364269417873	0.0	41.694990425070586
75000	-2177.4889948661553	-1095.184027915184	-1082.3049669509712	0.006261031886710557	0.015072672165067568	0.009280984406185563	0.006815625654049316	0.01224648368401964	0.005855467603192348	2.0	2.0	2.0	2.0	1.0	0.442344467947253	1.0	1.0	-1082.3049669509712	0.0	38.654347864916446
76000	-2184.0608730889076	-1098.230169838541	-1085.8307032503665	0.013683486277935806	0.019878235862933132	0.007357822655050894	0.009102515296304806	0.00987086555113533	0.006307274764676893	1.0	1.0	5.0	1.0	1.0	0.2960770228799944	1.0	1.0	-1085.8307032503665	0.0	35.82537603639073
77000	-2177.49976879633	-1095.0342954099829	-1082.4654733863472	0.009564757795898557	0.0039282254688639785	0.006608329824992197	0.004159663418185293	0.018446266662542128	0.006224768664627104	2.0	1.0	1.0	1.0	4.0	0.5777318566054515	1.0	1.0	-1082.4654733863472	0.0	39.12910858352512
78000	-2170.674770102277	-1089.1681281716294	-1081.5066419306472	0.009254273254954735	0.005753665888737246	0.0047073804319907155	0.004529759912011639	0.005791651683661917	0.003814072536038457	1.0	3.0	2.0	2.0	1.0	0.5163261370868639	1.0	1.0	-1081.5066419306472	0.0	40.983017787042826
79000	-2171.2295919059734	-1089.3827659232568	-1081.8468259827164	0.010077212117509358	0.004695727495871586	0.003789558751836802	0.004334316427475958	0.006494906426334113	0.0071850426890496845	1.0	2.0	2.0	1.0	3.0	0.2772907058915386	1.0	1.0	-1081.8468259827164	0.0	41.21646680322218
80000	-2173.644000196162	-1092.1910494586648	-1081.4529507374973	0.01225159609041546	0.00415409507725926	0.008631295018708915	0.008002759385586457	0.0035158314133875426	0.006351281944763	3.0	1.0	2.0	1.0	2.0	0.5551365141990469	1.0	1.0	-1081.4529507374973	0.0	39.51518343862276
81000	-2174.0643609606122	-1089.9724958190584	-1084.0918651415539	0.005178024218603048	0.004936067196618511	0.007603312998748691	0.010588819497381333	0.00241688036097842	0.0038225615354938757	5.0	1.0	1.0	1.0	1.0	0.333097055254561	1.0	1.0	-1084.0918651415539	0.0	41.44119642011917
82000	-2167.839335653729	-1087.028450439636	-1080.8108852140929	0.010153855042998887	0.004734428060370111	0.0028400440561332195	0.00458371166275216	0.004577186762572852	0.006758674062190087	2.0	2.0	1.0	1.0	3.0	0.5139162661692874	1.0	1.0	-1080.8108852140929	0.0	42.97569958967604
83000	-2176.5976764027528	-1092.6739248065612	-1083.9237515961913	0.0069145678381981445	0.006982729993193772	0.003883837699971182	0.007301461088879667	0.011496199143058874	0.007018968505687033	2.0	2.0	1.0	1.0	3.0	0.3248225502068031	1.0	1.0	-1083.9237515961913	0.0	39.83675368543358
84000	-2170.273183002303	-1089.564760054284	-1080.7084229480188	0.006791566076744859	0.003892032196407081	0.0013517555669365045	0.0036282007966333633	0.008744690032522559	0.01269280830652663	3.0	2.0	2.0	1.0	1.0	0.30322502637594073	1.0	1.0	-1080.7084229480188	0.0	42.04668236875791
85000	-2175.404508601665	-1094.8405611870758	-1080.563947414589	0.009173363496414963	0.0088426597935896	0.004271923772099255	0.004621343583625842	0.018757266244707357	0.007859826412269781	1.0	3.0	2.0	2.0	1.0	0.31941467854723193	1.0	1.0	-1080.563947414589	0.0	39.6974981965694
86000	-2173.3976792242233	-1089.8039994692017	-1083.5936797550216	0.009173644984096098	0.00337474336584096	0.003606142234060529	0.009055749830860027	0.0056501551715353515	0.007412564024896012	2.0	2.0	1.0	2.0	2.0	0.21424776133149728	1.0	1.0	-1083.5936797550216	0.0	41.78273579506214
87000	-2171.7882156107135	-1091.4286013199464	-1080.3596142907672	0.007461142579848421	0.002679940330386796	0.005124077772487054	0.008372490333049104	0.010656448556863164	0.018335942845373925	3.0	2.0	2.0	1.0	1.0	0.18273917214095764	1.0	1.0	-1080.3596142907672	0.0	41.7358840363588
88000	-2172.0654631186044	-1091.951225714202	-1080.114237404402	0.0055980373908942355	0.0014770295337035125	0.002934072942063719	0.019428794325226185	0.01166098635510518	0.004259528992050708	2.0	3.0	2.0	1.0	1.0	0.2836623301863979	1.0	1.0	-1080.114237404402	0.0	43.17223090048595
89000	-2176.8578444409836	-1095.4644901092583	-1081.3933543317253	0.00563602979948301	0.001178902760292118	0.003186644386942801	0.01652014501034249	0.008720436077443714	0.009773220318670459	1.0	1.0	3.0	3.0	1.0	0.1485155174461104	1.0	1.0	-1081.3933543317253	0.0	39.22284756542283
90000	-2165.2069690594326	-1084.9631500826981	-1080.2438189767342	0.008081139872718104	9.888252311352774E-4	0.0028770661097079413	0.007491149051976362	0.004546633954734679	0.00422963297816567	1.0	1.0	1.0	2.0	4.0	0.24678899616707228	1.0	1.0	-1080.2438189767342	0.0	44.988428016348855
