# BEAST v1.8.4
# Generated Fri Oct 27 13:24:33 PDT 2017 [seed=1509135872645]
# -beagle_off demo1.xml
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	clock.rate	meanRate	treeLikelihood	branchRates	skyline
923000	-2161.089845762647	-1081.1210477362977	-1079.9687980263498	0.005721477739144991	0.0022271467933904247	0.001483851521020035	0.0011332243522192236	0.0014779851361137882	0.0041005121966886	1.0	1.0	1.0	2.0	4.0	0.33040480146336304	1.0	1.0	-1079.9687980263498	0.0	45.108995549766945
924000	-2170.7087962513797	-1088.9631111716903	-1081.7456850796896	0.010870426776217839	0.003547739674244799	0.00395447517686018	0.0037499247152458248	0.004993253306080291	0.0026546745688713815	2.0	1.0	1.0	4.0	1.0	0.42994063560356854	1.0	1.0	-1081.7456850796896	0.0	39.940294013561385
925000	-2162.674840791029	-1081.4140529944734	-1081.2607877965556	0.005504688685896087	0.005076585423849696	0.004496325316628772	0.0016063670415448613	0.0017190283063459276	0.002908006797395479	1.0	3.0	3.0	1.0	1.0	0.425691832266282	1.0	1.0	-1081.2607877965556	0.0	46.500772682085085
926000	-2168.506157437332	-1083.5582619413938	-1084.9478954959382	0.008037262583381416	0.004492669383538812	0.0017370186904416339	0.0018216181206599385	0.007333906492570818	0.004968278436131672	1.0	4.0	1.0	2.0	1.0	0.425691832266282	1.0	1.0	-1084.9478954959382	0.0	46.87165344752998
927000	-2175.775286217838	-1091.7985037147641	-1083.976782503074	0.005279135595886768	0.004530376168690223	0.009554008823817524	0.009880786558100438	0.003593686758481762	0.006320711754265855	1.0	1.0	2.0	4.0	1.0	0.23149294516022345	1.0	1.0	-1083.976782503074	0.0	40.6896697852081
928000	-2165.6911690403995	-1082.1657617931187	-1083.5254072472808	0.0046488085410816525	0.003252642391894364	0.0046528074071079135	0.008083299681540992	8.220008017157988E-4	0.0019644760589052923	1.0	2.0	1.0	3.0	2.0	0.23149294516022345	1.0	1.0	-1083.5254072472808	0.0	47.65796721224465
929000	-2167.686201453482	-1082.6184933141583	-1085.067708139324	0.004800465242770428	0.002765598309190833	0.00272981964854775	0.010028362607745752	0.0019561317155523117	0.0026426461410069806	1.0	1.0	1.0	2.0	4.0	0.7605917809620446	1.0	1.0	-1085.067708139324	0.0	47.744655663131326
930000	-2174.31714463977	-1091.9345495295331	-1082.3825951102372	0.005865337056877202	0.005873574718668105	0.016112759591912502	0.010126273561406142	0.0024667488337606833	0.0038832043140197186	3.0	1.0	2.0	1.0	2.0	0.422140163304562	1.0	1.0	-1082.3825951102372	0.0	40.936954011815274
931000	-2172.455257694004	-1090.1835361906324	-1082.2717215033717	0.011018309664445147	0.0046767465030394684	0.004235226841872199	0.008057906797712353	0.006255155122891768	0.009652077916990272	1.0	3.0	2.0	1.0	2.0	0.3353673353827741	1.0	1.0	-1082.2717215033717	0.0	41.59718504835023
932000	-2170.502623035161	-1086.1918029430415	-1084.3108200921195	0.006904739026931308	0.003528447504922278	0.004261248486617452	0.00620920872828842	0.00701229135287342	0.0027728328779159967	3.0	2.0	2.0	1.0	1.0	0.629568925783593	1.0	1.0	-1084.3108200921195	0.0	43.86054068750141
933000	-2175.273413562307	-1091.4214770114618	-1083.8519365508453	0.005859186683089688	0.018298243899643424	0.030995190707637378	0.009591416935909477	0.0019218957230647087	0.0013030841838006853	1.0	1.0	1.0	2.0	4.0	0.629568925783593	1.0	1.0	-1083.8519365508453	0.0	41.739668263610845
934000	-2182.7209880642413	-1094.144817281601	-1088.5761707826405	0.006593150079081323	0.009378577435088815	0.04140340845645948	0.0022442991015369992	0.002754436944971244	0.005783172057123682	1.0	1.0	2.0	3.0	2.0	0.5590836631003455	1.0	1.0	-1088.5761707826405	0.0	41.78749818978442
935000	-2172.072034333876	-1089.3019459882532	-1082.7700883456228	0.011994945652282036	0.0024771264088282036	0.003126756303100353	0.0017335757915881525	0.005299784507310865	0.010999940152045999	1.0	2.0	1.0	2.0	3.0	0.12531502972116462	1.0	1.0	-1082.7700883456228	0.0	41.6679863607574
936000	-2168.6993579387445	-1086.5028125399958	-1082.1965453987486	0.008698330928223991	0.0028355534722679793	0.0033877240344438414	0.004401222986398575	0.005086460572373387	0.003523551729430127	2.0	1.0	1.0	2.0	3.0	0.5669106836162916	1.0	1.0	-1082.1965453987486	0.0	42.367218435000645
937000	-2172.7078460072366	-1090.9630547068507	-1081.744791300386	0.009819246676988658	0.018627798793059806	0.010893005547544923	0.0031006143004575584	0.0012988458641129618	0.004131082819750599	1.0	1.0	1.0	3.0	3.0	0.07146239493770455	1.0	1.0	-1081.744791300386	0.0	42.63018797192764
938000	-2172.5460328640465	-1089.9060804779094	-1082.639952386137	0.011825740721745352	0.005297040993538438	0.0028631200418983774	0.003647727611294616	0.0077089165250887595	0.004079777340120807	1.0	4.0	1.0	1.0	2.0	0.48501411453745136	1.0	1.0	-1082.639952386137	0.0	40.39664358360419
939000	-2163.975713033127	-1084.2719957479248	-1079.703717285202	0.007343911689321969	0.0024712577591872184	0.001666310574488286	0.0038501730813875266	0.0029346226701623943	0.007709659053260784	1.0	3.0	1.0	2.0	2.0	0.311713170833123	1.0	1.0	-1079.703717285202	0.0	45.07800837953536
940000	-2166.396168791518	-1087.313870330823	-1079.082298460695	0.010934236148319964	0.0011705145166107966	0.002160515689969473	0.0056749854842414885	0.01016688626328151	0.0078955637655335	3.0	2.0	2.0	1.0	1.0	0.1321373640136749	1.0	1.0	-1079.082298460695	0.0	43.66518914656313
941000	-2173.3847339743556	-1090.6120737384374	-1082.7726602359182	0.011043213702485132	0.002431422418805653	0.00328020662233499	0.004453524948333347	0.007770400843143117	0.005026878257530488	2.0	1.0	1.0	4.0	1.0	0.06005634596762195	1.0	1.0	-1082.7726602359182	0.0	40.72985312966705
942000	-2172.8273575667877	-1086.1383077689588	-1086.6890497978288	0.006633748098002157	8.123399253874991E-4	0.002437511987165245	0.008703400496708109	0.00347220580136337	0.00496311777472003	1.0	3.0	1.0	2.0	2.0	1.0672947144835379	1.0	1.0	-1086.6890497978288	0.0	44.3857034707325
943000	-2160.541346217007	-1079.485791245561	-1081.0555549714459	0.007236233903310869	8.269714807920376E-4	0.0020741652610097635	0.003979497051910192	0.0018850649626761316	0.0036777182279502147	1.0	4.0	2.0	1.0	1.0	0.4100378366116836	1.0	1.0	-1081.0555549714459	0.0	47.87957464175217
944000	-2163.0604032626316	-1081.0147732043379	-1082.045630058294	0.00815334935694122	5.471601607861122E-4	0.0027160790817932056	8.770232757209336E-4	0.001998783023349357	0.0023742771703168723	2.0	4.0	1.0	1.0	1.0	0.38212473200738123	1.0	1.0	-1082.045630058294	0.0	46.259153464188714
945000	-2159.2289349098446	-1075.6672180196017	-1083.5617168902427	0.00483872575138824	3.1294698780958693E-4	0.0011985321466917525	0.0027687241391250797	0.001070769253696329	0.0017379903677895855	2.0	2.0	1.0	1.0	3.0	0.5870250491304817	1.0	1.0	-1083.5617168902427	0.0	49.5418684317025
946000	-2158.6100632292073	-1076.220088801121	-1082.3899744280864	0.003798653784211258	9.111260813852599E-4	0.0013087007509536687	0.0056731638195499255	0.002716075006589135	0.0014774871176524405	4.0	1.0	1.0	2.0	1.0	0.27172525494171784	1.0	1.0	-1082.3899744280864	0.0	51.68183801634684
947000	-2168.882140794211	-1084.1318811753656	-1084.7502596188453	0.015260051066133472	0.0033101246969182265	0.0010708263620292971	0.0018057756591555053	0.0028700054885172394	0.010256700041936635	3.0	2.0	1.0	2.0	1.0	0.5639220557843118	1.0	1.0	-1084.7502596188453	0.0	45.26340451493244
948000	-2156.7683481435233	-1073.237367074067	-1083.5309810694562	0.005722344513949904	0.001599253395905698	9.69286751887527E-4	0.0014317788297858033	0.001807879542291444	0.0028461105024313992	1.0	3.0	2.0	1.0	2.0	0.44932280314357687	1.0	1.0	-1083.5309810694562	0.0	51.67443406516949
949000	-2163.4487525422646	-1080.7389604198447	-1082.7097921224201	0.01047519360420121	0.001516143514192293	9.145899082167087E-4	0.004970245719960318	0.002197103145950123	0.004087353323770957	4.0	2.0	1.0	1.0	1.0	0.6893742029044811	1.0	1.0	-1082.7097921224201	0.0	48.86094883970045
950000	-2157.636074808339	-1071.6176818408137	-1086.0183929675252	0.006933366994242053	0.0016895429847201653	0.00210035476712503	3.7847455678563096E-4	4.5211203282108527E-4	0.0018387163484456124	1.0	1.0	2.0	4.0	1.0	0.1581899417893987	1.0	1.0	-1086.0183929675252	0.0	53.732852334424415
951000	-2150.917097152293	-1070.7909833870854	-1080.1261137652077	0.006036706138568807	2.15856060163087E-4	1.9779764627061536E-4	5.67331755585157E-4	0.0012641953335209568	0.0022206064761021395	1.0	1.0	2.0	1.0	4.0	0.30267860402487634	1.0	1.0	-1080.1261137652077	0.0	50.20193652033359
952000	-2162.3471324703833	-1079.558569945245	-1082.788562525138	0.009647931184522795	7.167941415013103E-4	8.249211641800682E-4	0.0017166581327756067	0.003148797106569807	0.005760577720388077	3.0	1.0	1.0	1.0	3.0	0.3936565793662021	1.0	1.0	-1082.788562525138	0.0	46.324344614799365
953000	-2164.317895094881	-1082.9977643982409	-1081.32013069664	0.006950133451281914	8.049321303742914E-4	0.001107272092296562	0.002653974466807663	0.005012041829064298	0.0037645974201129403	2.0	1.0	3.0	2.0	1.0	0.21406117650852188	1.0	1.0	-1081.32013069664	0.0	44.09142368208165
954000	-2167.4726710633972	-1088.13291940515	-1079.3397516582472	0.00577054282819759	0.0084369564694008	0.002529632633779287	0.005552913521033021	0.006626143410016897	0.0022554913263877954	2.0	1.0	3.0	2.0	1.0	0.2387528245934903	1.0	1.0	-1079.3397516582472	0.0	43.05109714059731
955000	-2169.6152922269825	-1086.3419320369228	-1083.2733601900597	0.0100897340547955	0.003273625187367826	0.002246674258366232	0.0013504449183527414	0.0013991371485597174	0.00662511795350679	1.0	3.0	3.0	1.0	1.0	0.2387528245934903	1.0	1.0	-1083.2733601900597	0.0	42.890902006124506
956000	-2173.112525164377	-1090.6523854198485	-1082.4601397445285	0.007416779023522458	0.01247822627846064	0.013468748486315121	0.0010402180512761369	0.0016688365779629081	0.005042304021441528	1.0	1.0	2.0	2.0	3.0	0.10555499878486055	1.0	1.0	-1082.4601397445285	0.0	42.35414693196916
957000	-2177.006427164464	-1094.961370018607	-1082.0450571458573	0.011237226041557706	0.021975302874698836	0.018211662239781913	0.007435652305374809	0.002950395676781778	0.0032678953178406477	2.0	1.0	1.0	1.0	4.0	0.20681658783565418	1.0	1.0	-1082.0450571458573	0.0	38.39343357524545
958000	-2167.047159295166	-1084.9435583372215	-1082.1036009579443	0.006056263435696945	0.003823955342423551	0.003946474486667265	0.002639931853652236	0.003135403519809944	0.0022744863042669333	2.0	1.0	3.0	1.0	2.0	0.17598422850451675	1.0	1.0	-1082.1036009579443	0.0	43.39572174596671
959000	-2171.482163701672	-1088.8447894382502	-1082.637374263422	0.013533483218972967	0.0028003698859041504	0.003986621092259604	0.0023367312975852953	0.003133235150248238	0.0077864977207786805	2.0	1.0	1.0	4.0	1.0	0.12490318169675445	1.0	1.0	-1082.637374263422	0.0	41.27592834694159
960000	-2174.7126654292433	-1093.6840972301488	-1081.0285681990945	0.006860499185609687	0.004413357408757241	0.007640641840900058	0.0071386021821039205	0.013982140166110347	0.005283775325713252	1.0	1.0	3.0	3.0	1.0	0.23040071865918324	1.0	1.0	-1081.0285681990945	0.0	39.30100427419809
961000	-2177.140995997911	-1095.3855446871503	-1081.7554513107607	0.009686794565883543	0.0034564168623373256	0.006247264049105538	0.006538799071106493	0.014646049656976178	0.010975467601209234	3.0	1.0	2.0	2.0	1.0	0.2779431162234799	1.0	1.0	-1081.7554513107607	0.0	37.611838451670735
962000	-2164.769468012234	-1085.3960387758848	-1079.3734292363495	0.0073409326584947115	0.0010168102292557155	0.0020347457606372265	0.004334437181767813	0.004350458858554389	0.010958828307962418	1.0	3.0	1.0	3.0	1.0	0.1817734882545082	1.0	1.0	-1079.3734292363495	0.0	44.47086087327413
963000	-2157.5123108119005	-1077.4580665597339	-1080.0542442521669	0.007318086483844742	7.487493810422286E-4	9.191658134497691E-4	0.00261093059437122	0.004855921026759865	0.0040701056946968435	3.0	1.0	1.0	1.0	3.0	0.23711441948768003	1.0	1.0	-1080.0542442521669	0.0	49.545572248395686
964000	-2156.9728505338962	-1075.5600212176184	-1081.412829316278	0.006636150680910529	4.580499151246676E-4	0.0017964924375760822	0.004664360259477759	8.667572659135045E-4	9.64954408013737E-4	4.0	1.0	2.0	1.0	1.0	0.4587575977733471	1.0	1.0	-1081.412829316278	0.0	50.80838257942855
965000	-2168.258938779344	-1086.3293851474477	-1081.9295536318966	0.009753065314832204	0.001558722734206498	0.0014895673270217888	0.002313863396856637	0.004208679678585733	0.00497877309300884	2.0	2.0	2.0	1.0	2.0	0.287563770271656	1.0	1.0	-1081.9295536318966	0.0	41.00802225811234
966000	-2164.8508360233695	-1084.997790890957	-1079.8530451324125	0.008609167219385715	0.0014240716908450505	0.0020139885640231905	0.0032082153980580188	0.004423980785892411	0.004619570618595391	1.0	1.0	4.0	1.0	2.0	0.25766930033659347	1.0	1.0	-1079.8530451324125	0.0	42.80862648590414
967000	-2171.8747135227363	-1089.0988342834903	-1082.775879239246	0.008653085120879048	0.0015571366211931832	0.0027337827661107353	0.005044170518806942	0.006048917055242049	0.0035784437444512218	1.0	1.0	2.0	3.0	2.0	0.08616824817961585	1.0	1.0	-1082.775879239246	0.0	40.85861649491052
968000	-2163.524241528268	-1080.5263640283977	-1082.9978774998701	0.00413926139200963	0.0064709521334977696	0.002079660599598094	0.0012246773831544608	0.0019462515887566387	0.002718325640361139	1.0	2.0	1.0	4.0	1.0	0.40720493631128807	1.0	1.0	-1082.9978774998701	0.0	46.85594624894165
969000	-2172.678682207633	-1089.0362100471843	-1083.6424721604487	0.006819392816731086	0.002691537713418122	0.00242873475736153	0.0028685719456809718	0.008091812207217738	0.004039661490620221	1.0	1.0	2.0	4.0	1.0	0.29937260736972465	1.0	1.0	-1083.6424721604487	0.0	40.626727233402036
970000	-2168.9429902168126	-1088.1821218867992	-1080.7608683300134	0.010058384086729214	0.010102782308140297	0.0034565456287358907	0.002377613714124625	0.00527471131724508	0.012203073613612062	1.0	1.0	3.0	3.0	1.0	0.690275794164521	1.0	1.0	-1080.7608683300134	0.0	43.90116079002262
971000	-2172.733366721641	-1089.6037991707033	-1083.1295675509375	0.011314219280988332	0.0042136689251646535	0.0035109933231767805	0.002577094747883315	0.00881389549859419	0.008463664537603659	3.0	2.0	1.0	1.0	2.0	0.5249282611318211	1.0	1.0	-1083.1295675509375	0.0	41.71611296254357
972000	-2169.3065792587786	-1089.1172791836013	-1080.1893000751775	0.009705491354317284	0.012715665005279162	0.005807800789574465	0.003849876738331657	0.005406614478782185	0.005893224320964239	1.0	2.0	3.0	1.0	2.0	0.3074672704234852	1.0	1.0	-1080.1893000751775	0.0	42.6136215081628
973000	-2174.121423701007	-1094.0354796653555	-1080.085944035652	0.007050084130445762	0.011418715544193601	0.010257384363290503	0.004379561439063675	0.007243776070112447	0.00804439318459395	2.0	1.0	3.0	1.0	2.0	0.2792677976802444	1.0	1.0	-1080.085944035652	0.0	38.987218617641794
974000	-2164.4543003167	-1085.1170508195873	-1079.3372494971127	0.007981466558806407	0.0022024886598698613	0.001990641692039114	0.004817618265536866	0.006456831688408783	0.007711640988885017	1.0	5.0	1.0	1.0	1.0	0.1380412815050894	1.0	1.0	-1079.3372494971127	0.0	45.20430458940433
975000	-2163.072588755487	-1083.005592800652	-1080.0669959548347	0.007921059575653174	0.0014104088203512046	0.001208729834986289	0.002345770020346211	0.003040155130261311	0.004265317019218644	1.0	2.0	2.0	1.0	3.0	0.13739832741629435	1.0	1.0	-1080.0669959548347	0.0	44.09497145252558
976000	-2168.1438104803165	-1088.7847018464288	-1079.3591086338874	0.007346095646969451	0.003910395694195594	0.003570158177893793	0.004892029550489998	0.0041421918639221655	0.009911044939721135	1.0	3.0	2.0	1.0	2.0	0.15255060194716072	1.0	1.0	-1079.3591086338874	0.0	42.41697129358379
977000	-2164.1860641487283	-1081.1740198814896	-1083.0120442672385	0.007050812819584759	0.0012723563785496386	0.0015283611022057072	0.0026574417799527534	0.00507170886103253	0.0027208424976380443	1.0	4.0	1.0	1.0	2.0	0.239649987006439	1.0	1.0	-1083.0120442672385	0.0	46.07251436396678
978000	-2161.4749688205084	-1081.61515730552	-1079.8598115149885	0.008178055369302136	4.4918836838521415E-4	4.3015875321549506E-4	5.601890209707481E-4	0.004783894902343533	0.003709492347444425	1.0	1.0	2.0	1.0	4.0	0.1593674200091638	1.0	1.0	-1079.8598115149885	0.0	47.13553087773481
979000	-2156.8153868917952	-1074.4338831942484	-1082.3815036975466	0.004991684182471078	5.601716472952169E-4	4.6269943532472197E-4	8.34430824017968E-4	0.003998459915631291	0.0011585042987642639	2.0	3.0	1.0	1.0	2.0	0.7876358044339937	1.0	1.0	-1082.3815036975466	0.0	50.700439637060654
980000	-2158.617809541025	-1073.5915786045646	-1085.0262309364607	0.00713849592339395	3.909041608878871E-4	2.8118208430467326E-4	5.294777217139492E-4	0.002055988164156552	0.0041072225174803665	1.0	1.0	2.0	4.0	1.0	0.7876358044339937	1.0	1.0	-1085.0262309364607	0.0	49.97721574873324
981000	-2157.0676407468654	-1077.1245806138018	-1079.9430601330635	0.006601717405165439	5.88312682319542E-4	6.844457760401187E-4	0.002301968536200691	0.0010311057739698175	0.0012961516802500626	1.0	2.0	2.0	1.0	3.0	0.3242493241886837	1.0	1.0	-1079.9430601330635	0.0	46.74761414915386
982000	-2154.333011920906	-1074.5380201129874	-1079.7949918079182	0.00892774579824574	4.097262528899253E-4	6.276076784913867E-4	7.715570320858764E-4	0.0010416485443558684	0.0017383073254841458	2.0	2.0	2.0	1.0	2.0	0.25732487785741576	1.0	1.0	-1079.7949918079182	0.0	47.08987468914389
983000	-2171.951214028836	-1088.412501996236	-1083.5387120326004	0.008220505419981596	0.0011780598961711264	8.187487054770338E-4	0.003844640423968756	0.007516361070977951	0.011128375803262617	1.0	1.0	2.0	4.0	1.0	0.7161203431488096	1.0	1.0	-1083.5387120326004	0.0	42.03666947491331
984000	-2174.5001585735877	-1090.5105634216043	-1083.9895951519834	0.010664157329187022	0.00425862631590413	0.0014167388116322812	0.003083686464486082	0.007176897617294906	0.004830367488863983	2.0	1.0	2.0	1.0	3.0	0.18558308324675593	1.0	1.0	-1083.9895951519834	0.0	39.859651866107036
985000	-2163.180414149819	-1082.4671272703893	-1080.71328687943	0.00477749311150862	0.0010293429572383905	0.0023073266557413733	0.0035719939469595467	0.0037066233345019618	0.008532837316365236	3.0	1.0	3.0	1.0	1.0	0.17704702739867018	1.0	1.0	-1080.71328687943	0.0	46.69123471927057
986000	-2157.8788374086935	-1078.957762989169	-1078.9210744195245	0.010706050928156331	0.0010893402243779215	9.431177407014077E-4	0.001614149475857024	0.004278845483251275	0.008084866743039152	1.0	3.0	1.0	1.0	3.0	0.3171404124892411	1.0	1.0	-1078.9210744195245	0.0	48.429370662488054
987000	-2164.4439653759136	-1084.8571452102233	-1079.5868201656904	0.006333903875150124	0.0010001291882376032	0.002808912355810546	0.003251458958396677	0.004448664176815677	0.007608352869277419	1.0	1.0	3.0	2.0	2.0	0.13454248275227176	1.0	1.0	-1079.5868201656904	0.0	44.67344820816639
988000	-2169.5381715569556	-1085.9617067796275	-1083.576464777328	0.014597190681121261	0.00635784443860054	0.0011603218657958913	0.0018978017957235016	0.0032029056578212556	0.010094230057258362	1.0	1.0	3.0	1.0	3.0	0.18364661764973514	1.0	1.0	-1083.576464777328	0.0	44.873319481165595
989000	-2169.045287872841	-1085.3904113798828	-1083.6548764929585	0.008705781261184738	0.006938146855726963	0.0028423898757617273	0.00356765960330969	0.0014825435983334407	0.0035644018639285156	2.0	1.0	2.0	3.0	1.0	0.18741652515939294	1.0	1.0	-1083.6548764929585	0.0	44.18884881721568
990000	-2172.620196044003	-1091.2999061740597	-1081.3202898699435	0.007816995838013367	0.006602317917372106	0.004141800939598171	0.006107636852185803	0.0024289724720794885	0.009096921543148595	2.0	1.0	2.0	2.0	2.0	0.386929970920118	1.0	1.0	-1081.3202898699435	0.0	41.000430962993406
991000	-2168.745309008371	-1086.5917120101783	-1082.1535969981924	0.005007714090347028	0.003666551342863962	0.0020149025211300127	0.0010528757241065221	0.006427528522597011	0.004903122556958357	2.0	2.0	3.0	1.0	1.0	0.386929970920118	1.0	1.0	-1082.1535969981924	0.0	44.72165658902408
992000	-2177.8063331853637	-1093.740091426014	-1084.0662417593494	0.008100641971479066	0.005282476739238021	0.001441650653410076	0.002478288304596849	0.01277527311571887	0.005371129271067028	2.0	2.0	1.0	1.0	3.0	0.5027776651710993	1.0	1.0	-1084.0662417593494	0.0	39.096462101002295
993000	-2174.1820519296307	-1092.3544127531952	-1081.8276391764352	0.006825312895923444	0.011216377459412908	0.006487403972259652	0.004920599771861335	0.0026151559960146233	0.009019228738237597	1.0	3.0	2.0	2.0	1.0	0.24780166775998405	1.0	1.0	-1081.8276391764352	0.0	40.55857448120698
994000	-2170.7821859169662	-1089.871927866144	-1080.9102580508222	0.007625601516212468	0.003408031258238764	0.001989720348578714	0.002973435645011689	0.007803597186957486	0.018603074164583056	2.0	2.0	2.0	1.0	2.0	0.21731068384583607	1.0	1.0	-1080.9102580508222	0.0	41.91115022329254
995000	-2163.378813477816	-1082.9286024374524	-1080.4502110403637	0.007215830951670731	0.0014986212053264888	0.0016086882443733534	0.00257173492258558	0.006876823855473335	0.008083448659378899	4.0	1.0	1.0	2.0	1.0	0.21731068384583607	1.0	1.0	-1080.4502110403637	0.0	46.162140539624794
996000	-2167.018268499417	-1084.9807954874773	-1082.0374730119395	0.005701580032315723	0.015320605046508118	0.0034722921926666956	0.0035420108168012117	8.081237650537392E-4	0.0021686326387145103	1.0	1.0	3.0	2.0	2.0	0.2064149707381459	1.0	1.0	-1082.0374730119395	0.0	45.37699848283631
997000	-2166.430461335656	-1084.4112413102469	-1082.0192200254096	0.006641158111472066	0.002347541091734088	0.001853931364429198	0.0029472726681511437	0.0011877541822055539	0.0015646279068250708	1.0	1.0	5.0	1.0	1.0	0.12373573869948008	1.0	1.0	-1082.0192200254096	0.0	42.126384583317645
998000	-2174.3661446731135	-1088.6367540567726	-1085.7293906163409	0.005952893826260321	0.0062338308560744154	0.001889075064300509	0.006156129330722247	0.00573633190787437	0.004116236178023335	1.0	3.0	1.0	1.0	3.0	0.1690590026707816	1.0	1.0	-1085.7293906163409	0.0	43.02180674280694
999000	-2160.992548201941	-1080.6740141405483	-1080.318534061393	0.006868472900413494	0.001705983481241469	0.0035598368090413632	0.0026406118625200117	0.0011575539939232906	0.002806813198482559	1.0	1.0	1.0	3.0	3.0	0.05239495488869676	1.0	1.0	-1080.318534061393	0.0	48.4099457874604
1000000	-2159.204576720612	-1077.0387653640353	-1082.1658113565768	0.005943972800390563	0.001793137670223515	0.0018060801755489639	0.002516032497331344	0.0013319496090060717	0.0026737050995916116	2.0	1.0	4.0	1.0	1.0	0.21798114629767473	1.0	1.0	-1082.1658113565768	0.0	49.27674395348652
1001000	-2173.3375128292173	-1090.2383105007648	-1083.0992023284527	0.008162208621875014	0.0052557295933897364	0.0075335728136810155	0.004447942567882631	0.0036069685364687187	0.002612864825406114	1.0	1.0	4.0	1.0	2.0	0.21798114629767473	1.0	1.0	-1083.0992023284527	0.0	39.84418174593539
1002000	-2190.6378402584933	-1107.203655053277	-1083.434185205216	0.011164295304340445	0.019414203112721982	0.06600703006588543	0.031134602294509924	0.007299659428277343	0.0029709293180596743	1.0	1.0	2.0	3.0	2.0	0.10314726869094631	1.0	1.0	-1083.434185205216	0.0	31.90666202881195
1003000	-2186.635453724457	-1100.8746853580892	-1085.7607683663678	0.013195620568247813	0.019429197886565715	0.012473612743629585	0.03981232271865815	0.0034230258044931853	0.0035034418810187466	1.0	1.0	1.0	3.0	3.0	0.4234740971192654	1.0	1.0	-1085.7607683663678	0.0	35.58316814485671
1004000	-2177.96782221738	-1095.211747313503	-1082.756074903877	0.012268920860300809	0.006012662950795127	0.0020009327673515885	0.009276922012684631	0.008631811309064322	0.008879424817507604	1.0	1.0	4.0	1.0	2.0	0.4234740971192654	1.0	1.0	-1082.756074903877	0.0	38.52360183699501
1005000	-2177.8995580725164	-1094.9516874924	-1082.9478705801164	0.011594042797216129	0.012454582357429874	0.0020804871694715646	0.006887775682412542	0.006192379599255168	0.006322022062805175	2.0	1.0	2.0	2.0	2.0	0.23125666381503882	1.0	1.0	-1082.9478705801164	0.0	38.350633431754176
1006000	-2167.766941974278	-1087.8991492283117	-1079.8677927459664	0.007235048229976742	0.006946200760639178	0.0028727004329730074	0.00254235942380891	0.005720198334200673	0.0058455049039161065	1.0	2.0	1.0	3.0	2.0	0.25387150657883273	1.0	1.0	-1079.8677927459664	0.0	42.603762212626464
1007000	-2171.443509418323	-1090.7394987927687	-1080.7040106255545	0.00914246001358032	0.007258387798135778	0.003547147194593532	0.005607041115705353	0.010567705137942548	0.004403484066896686	3.0	2.0	2.0	1.0	1.0	0.25387150657883273	1.0	1.0	-1080.7040106255545	0.0	41.267353507079996
1008000	-2173.897176955257	-1092.452960286931	-1081.4442166683257	0.007687143992003773	0.022581839398927793	0.006905458628093698	0.0033218330639945347	0.004229607195863449	0.0028909624417666896	1.0	1.0	4.0	1.0	2.0	0.30297663958122445	1.0	1.0	-1081.4442166683257	0.0	39.3421484993678
1009000	-2173.120943646072	-1092.556293037142	-1080.56465060893	0.009432591094795415	0.017776818590196617	0.003992313246939064	0.005768786361221748	0.0025889802696128805	0.0028909624417666896	1.0	4.0	1.0	2.0	1.0	0.28326403843899206	1.0	1.0	-1080.56465060893	0.0	38.793478734840406
1010000	-2167.9422543909905	-1087.5743716433012	-1080.367882747689	0.00824821921013075	0.0011935069447403725	0.0051470870811705744	0.007537073239073193	0.0022848355974346138	0.0043614932882312975	1.0	1.0	1.0	1.0	5.0	0.2364151760803157	1.0	1.0	-1080.367882747689	0.0	43.61514635782309
1011000	-2162.3148424795836	-1081.5317156395752	-1080.7831268400087	0.006461117008200044	0.003086114937124816	0.0016309778434872972	0.002454639747608109	0.0010458006941080386	0.002771092356594941	2.0	3.0	2.0	1.0	1.0	0.21293870877439444	1.0	1.0	-1080.7831268400087	0.0	45.68793849583782
1012000	-2163.144135472283	-1080.175045551401	-1082.9690899208822	0.007729390676630468	0.0013319404444373812	0.0019114659727088273	0.00240011144876184	6.785414351335008E-4	0.002521266788628296	1.0	1.0	4.0	2.0	1.0	0.09802467332123291	1.0	1.0	-1082.9690899208822	0.0	47.32884445204755
1013000	-2161.624868371784	-1081.8115926390115	-1079.8132757327726	0.008852493147572782	0.002773350646769584	0.0021432455966021095	0.0018285849087327762	0.0011142948925764564	0.0023556760832793215	2.0	3.0	2.0	1.0	1.0	0.14455360937108017	1.0	1.0	-1079.8132757327726	0.0	44.76863487568674
1014000	-2158.3043161318337	-1077.3883168318807	-1080.9159992999528	0.0049232236350681274	0.0011958814958602168	0.0033888930172422853	7.668268556428473E-4	0.0010331586689559706	0.00139720814683998	4.0	2.0	1.0	1.0	1.0	0.15755432787908066	1.0	1.0	-1080.9159992999528	0.0	48.360235371248976
1015000	-2170.5797922826896	-1086.9386649056996	-1083.6411273769902	0.007671020174908428	0.0054723425936317165	0.003984648546440077	0.003724701963149041	0.004688179989856158	0.002492489470475875	1.0	3.0	1.0	1.0	3.0	0.3648550694719156	1.0	1.0	-1083.6411273769902	0.0	42.334647050810325
